timestep,direkt_horizontal_W_m2,diffuse_horizontal_W_m2,temp_amb,global_horizontal_W_m2
4315,11.77,22.65,21.37,34.42
4316,0,2.85,20.3,2.85
4317,0,0,19.26,0
4318,0,0,18.58,0
4319,0,0,17.68,0
4320,0,0,17.26,0
4321,0,0,16.79,0
4322,0,0,16.62,0
4323,0,0,16.22,0
4324,0,9.62,15.91,9.62
4325,0,37.28,16.05,37.28
4326,0,77.73,16.63,77.73
4327,0,77.49,17.11,77.49
4328,0,107.19,17.31,107.19
4329,2.1,150.05,17.66,152.15
4330,3.7,90.86,17.69,94.56
4331,8.16,141.73,17.09,149.89
4332,2.81,135.46,17.02,138.27
4333,8.27,111.12,17.26,119.39
4334,14.4,134.44,17.41,148.84
4335,55.34,188.3,17.87,243.64
4336,77.16,154.84,18.61,232
4337,219.63,131.74,19.03,351.37
4338,166.98,59.24,19.24,226.22
4339,113.28,53.37,18.73,166.65
4340,0,3.42,17.9,3.42
4341,0,0,16.78,0
4342,0,0,15.75,0
4343,0,0,14.91,0
4344,0,0,14.34,0
4345,0,0,13.56,0
4346,0,0,12.69,0
4347,0,0,11.91,0
4348,0,10.54,11.41,10.54
4349,0,39.69,11.83,39.69
4350,0,66.54,13.55,66.54
4351,0,120.64,16.25,120.64
4352,0,137.63,17.14,137.63
4353,34.49,164.87,18.66,199.36
4354,186.17,148.12,20.22,334.29
4355,239.03,212.3,21.56,451.33
4356,224.98,273.86,22.45,498.84
4357,55.05,209.64,22.8,264.69
4358,13.37,168.49,21.78,181.86
4359,28.68,119.55,20.87,148.23
4360,21.5,74.43,19.93,95.93
4361,4.89,78.89,19.05,83.78
4362,13.2,28.34,18.03,41.54
4363,38.41,17.97,17.25,56.38
4364,0,1.45,16.79,1.45
4365,0,0,16.61,0
4366,0,0,16.29,0
4367,0,0,16.43,0
4368,0,0,16.23,0
4369,0,0,15.88,0
4370,0,0,15.62,0
4371,0,0,15.37,0
4372,0,3.9,15.08,3.9
4373,0,27.57,14.97,27.57
4374,0,74.23,15.09,74.23
4375,0,85.14,15.7,85.14
4376,0,135.29,16.18,135.29
4377,27.49,169.2,16.8,196.69
4378,67.78,207.96,17.77,275.74
4379,280.28,153.88,17.97,434.16
4380,390.59,170.61,19.14,561.2
4381,267.43,225.06,19.81,492.49
4382,325.95,233.04,19.84,558.99
4383,442.89,213.78,20.12,656.67
4384,352.28,208.94,20.27,561.22
4385,341.49,166.21,20.03,507.7
4386,248.54,111.63,19.47,360.17
4387,123.08,52.89,18.86,175.97
4388,0,3.42,18.22,3.42
4389,0,0,17.31,0
4390,0,0,16.29,0
4391,0,0,15.52,0
4392,0,0,14.45,0
4393,0,0,14.14,0
4394,0,0,14.23,0
4395,0,0,14.33,0
4396,0,9.66,14.84,9.66
4397,0,39.08,14.66,39.08
4398,0,65.13,14.79,65.13
4399,0,103.33,15.3,103.33
4400,0,130.54,15.89,130.54
4401,19.43,216.19,16.86,235.62
4402,37.85,249.16,17.52,287.01
4403,53.53,273.28,17.69,326.81
4404,34.62,299.89,18.17,334.51
4405,82.7,250.12,18.4,332.82
4406,41.93,238.18,18.88,280.11
4407,126.07,219.33,18.98,345.4
4408,191.36,183.55,19.29,374.91
4409,155.11,143.7,19.39,298.81
4410,124.73,98.22,19.3,222.95
4411,145.94,58.84,18.85,204.78
4412,0,0,17.97,0
4413,0,0,16.84,0
4414,0,0,15.6,0
4415,0,0,14.31,0
4416,0,0,13.83,0
4417,0,0,14.18,0
4418,0,0,14.65,0
4419,0,0,14.49,0
4420,0,9.34,14.18,9.34
4421,0,36.03,14.1,36.03
4422,0,77.93,14.67,77.93
4423,0,89.04,15.57,89.04
4424,0,96.13,16.56,96.13
4425,44.66,106.17,17.5,150.83
4426,55.01,198.33,18.66,253.34
4427,125.28,217.03,18.93,342.31
4428,336.35,226.83,19.71,563.18
4429,353.24,212.67,20.83,565.91
4430,415.36,221.16,21.31,636.52
4431,295.5,250.54,21.56,546.04
4432,72.58,217.85,21.59,290.43
4433,375.02,167.85,21.27,542.87
4434,353.72,122.77,21.03,476.49
4435,149.93,71.43,20.54,221.36
4436,0,0,18.91,0
4437,0,0,16.71,0
4438,0,0,14.9,0
4439,0,0,14.66,0
4440,0,0,14.85,0
4441,0,0,14.88,0
4442,0,0,14.88,0
4443,0,0,15.18,0
4444,0,8.09,15.47,8.09
4445,0,36.06,15.18,36.06
4446,0,85.33,15.24,85.33
4447,0,150.91,16.22,150.91
4448,0,214.79,18.77,214.79
4449,7.43,207.41,18.19,214.84
4450,104.05,198.69,18.54,302.74
4451,231.31,205.7,19.45,437.01
4452,495.24,163.52,19.84,658.76
4453,595.74,184.94,20.22,780.68
4454,635.57,196.09,20.29,831.66
4455,607.48,194.68,20.41,802.16
4456,652.28,176.75,20.52,829.03
4457,544.42,155.3,20.57,699.72
4458,384.97,125.85,19.99,510.82
4459,195.13,70.16,18.91,265.29
4460,0,0,17.26,0
4461,0,0,16.32,0
4462,0,0,15.64,0
4463,0,0,15.17,0
4464,0,0,14.71,0
4465,0,0,14.19,0
4466,0,0,13.68,0
4467,0,0,13.22,0
4468,0,9.3,12.76,9.3
4469,0,39.12,12.58,39.12
4470,0,62.15,13.54,62.15
4471,0,86.14,14.94,86.14
4472,0,102.08,15.99,102.08
4473,34.96,105.66,17.37,140.62
4474,172.84,119.64,18.31,292.48
4475,279.49,154.2,19.52,433.69
4476,189.79,310.74,20.46,500.53
4477,97.89,283.97,21.07,381.86
4478,164.2,279.8,21.2,444
4479,41.51,219.01,21.57,260.52
4480,207.16,160.61,21.26,367.77
4481,132.64,134.88,21.3,267.52
4482,223.25,114.42,20.96,337.67
4483,129.99,55.92,20.42,185.91
4484,0,0,18.99,0
4485,0,0,17.3,0
4486,0,0,15.38,0
4487,0,0,13.94,0
4488,0,0,12.94,0
4489,0,0,12.45,0
4490,0,0,12.33,0
4491,0,0,12.6,0
4492,0,9.02,13.74,9.02
4493,0,38,14.88,38
4494,0,59.49,15.31,59.49
4495,0,75.07,17.47,75.07
4496,0,86.3,19.84,86.3
4497,52.85,76.11,22.03,128.96
4498,221.56,98.76,23.27,320.32
4499,391.34,120.1,24.24,511.44
4500,545.92,137.67,25.07,683.59
4501,667.03,151.03,25.77,818.06
4502,714.27,166.19,26.32,880.46
4503,757.64,163.57,26.66,921.21
4504,707.31,160.2,26.87,867.51
4505,602.65,147.82,26.83,750.47
4506,423.69,123.54,26.57,547.23
4507,214.03,72.43,25.5,286.46
4508,0,0,23.63,0
4509,0,0,21.73,0
4510,0,0,20.45,0
4511,0,0,19.35,0
4512,0,0,18.35,0
4513,0,0,17.4,0
4514,0,0,16.44,0
4515,0,0,15.53,0
4516,0,8.89,14.72,8.89
4517,0,40.58,14.76,40.58
4518,0,71.04,16.54,71.04
4519,0,79.7,20.16,79.7
4520,0,99.62,22.52,99.62
4521,43.18,114.38,24.79,157.56
4522,194.8,126.53,26.77,321.33
4523,310.35,152.65,28.33,463
4524,411.52,212.76,29.1,624.28
4525,508.44,198.29,29.65,706.73
4526,652.75,182.51,29.94,835.26
4527,627.36,192.47,30.22,819.83
4528,659.95,169.33,30.22,829.28
4529,511.57,157.24,30.14,668.81
4530,393.55,117.16,29.69,510.71
4531,188.1,61.79,27.78,249.89
4532,0,0,26.73,0
4533,0,0,24.11,0
4534,0,0,22.2,0
4535,0,0,20.87,0
4536,0,0,20.07,0
4537,0,0,19.14,0
4538,0,0,18.26,0
4539,0,0,18.16,0
4540,0,8.09,18.81,8.09
4541,0,36.35,20.86,36.35
4542,0,57.28,21.19,57.28
4543,0,88.96,22.92,88.96
4544,0,96.85,25.45,96.85
4545,45.07,87.35,27.53,132.42
4546,197.36,116.98,29.18,314.34
4547,357.23,120.76,30.53,477.99
4548,376.17,144.16,31.38,520.33
4549,535.32,150.12,31.57,685.44
4550,615.13,157.06,32.07,772.19
4551,492.75,163.35,32.27,656.1
4552,353.52,170.71,32.08,524.23
4553,221.34,131.99,31.72,353.33
4554,62.16,84.66,30.91,146.82
4555,50.16,53.32,29.16,103.48
4556,0,0,29.99,0
4557,0,0,29.12,0
4558,0,0,26.53,0
4559,0,0,24.06,0
4560,0,0,22.21,0
4561,0,0,21.74,0
4562,0,0,21.81,0
4563,0,0,22.46,0
4564,0,7.13,18.93,7.13
4565,0,47.7,19.4,47.7
4566,0,84.25,20.57,84.25
4567,0,79.01,21.5,79.01
4568,0,96.41,23.35,96.41
4569,31.09,142.89,23.93,173.98
4570,113.63,169.25,23.43,282.88
4571,228.2,180.4,23.07,408.6
4572,258.53,209.76,23.76,468.29
4573,375.75,186.49,23.92,562.24
4574,531.91,184.81,24.44,716.72
4575,528.11,165.02,24.91,693.13
4576,504.19,137.61,24.75,641.8
4577,508.55,149.37,24.45,657.92
4578,375.83,114.56,24.08,490.39
4579,180.27,57.36,23.35,237.63
4580,0,0,22.34,0
4581,0,0,20.62,0
4582,0,0,19.52,0
4583,0,0,19.66,0
4584,0,0,19.06,0
4585,0,0,18.67,0
4586,0,0,18.61,0
4587,0,0,18.09,0
4588,0,7.45,16.24,7.45
4589,0,36.27,15.36,36.27
4590,0,58,16.9,58
4591,0,75.27,20.65,75.27
4592,0,85.54,21.99,85.54
4593,44.61,78.88,23.8,123.49
4594,202.37,103.44,25.6,305.81
4595,267.77,191.35,27.36,459.12
4596,354.6,179.95,28.51,534.55
4597,597.08,162.11,29.22,759.19
4598,648.12,186.63,30.21,834.75
4599,680.07,145.78,30.72,825.85
4600,652.92,160.47,30.88,813.39
4601,522.8,149.52,30.89,672.32
4602,298.42,90.2,30.47,388.62
4603,137.53,62.28,29.33,199.81
4604,0,0,28.63,0
4605,0,0,26.57,0
4606,0,0,24.75,0
4607,0,0,23.71,0
4608,0,0,24.06,0
4609,0,0,24.1,0
4610,0,0,21.5,0
4611,0,0,22.16,0
4612,0,6.77,21.76,6.77
4613,0,33.05,20.7,33.05
4614,0,58.85,20.61,58.85
4615,0,93.35,20.92,93.35
4616,0,105.71,20.52,105.71
4617,37.65,97.83,22.02,135.48
4618,144.16,144.46,23.26,288.62
4619,287.38,165.83,23.74,453.21
4620,414.26,159.59,24.59,573.85
4621,538.96,189.91,25.01,728.87
4622,602.58,210.68,25.53,813.26
4623,667.19,173.42,25.67,840.61
4624,664.69,163.48,25.5,828.17
4625,523.04,135.68,25.11,658.72
4626,329.59,96.24,24.37,425.83
4627,128.27,54.11,23.57,182.38
4628,0,0,22.67,0
4629,0,0,21.15,0
4630,0,0,20,0
4631,0,0,19.1,0
4632,0,0,18.34,0
4633,0,0,17.3,0
4634,0,0,16.81,0
4635,0,0,16.06,0
4636,0,5.8,15.23,5.8
4637,0,33.61,15.05,33.61
4638,0,58.32,16.82,58.32
4639,0,77.81,18.45,77.81
4640,0,96.45,19.52,96.45
4641,36.77,100.66,20.51,137.43
4642,175.99,140.72,21.51,316.71
4643,256.8,202.19,22.5,458.99
4644,106.11,249.96,23.04,356.07
4645,66.43,200.41,22.53,266.84
4646,130.43,199.64,22.12,330.07
4647,322.92,148.15,22.04,471.07
4648,327.49,132.02,21.97,459.51
4649,270.85,124.67,21.52,395.52
4650,197.96,87.14,21.24,285.1
4651,103.52,43.3,20.72,146.82
4652,0,0,19.46,0
4653,0,0,18.65,0
4654,0,0,17.86,0
4655,0,0,17.05,0
4656,0,0,16.68,0
4657,0,0,15.58,0
4658,0,0,14.66,0
4659,0,0,14.04,0
4660,0,6.12,14.19,6.12
4661,0,34.02,14.82,34.02
4662,0,54.7,15.7,54.7
4663,0,84.13,17.37,84.13
4664,0,99.67,18.83,99.67
4665,26.3,106.94,20.35,133.24
4666,81.71,181.55,21.28,263.26
4667,207.82,221.13,22.16,428.95
4668,119.09,278.26,23.77,397.35
4669,143.02,242.53,24.27,385.55
4670,9.1,214.64,24.75,223.74
4671,47.7,204.96,24.68,252.66
4672,59.17,144.8,24.92,203.97
4673,300.49,177.98,24.96,478.47
4674,352.29,125.27,25.22,477.56
4675,205.18,66.43,24.76,271.61
4676,0,0,23.26,0
4677,0,0,20.81,0
4678,0,0,19.09,0
4679,0,0,17.96,0
4680,0,0,17.08,0
4681,0,0,16.17,0
4682,0,0,15.54,0
4683,0,0,15.22,0
4684,0,6.52,15.14,6.52
4685,0,35.86,15.27,35.86
4686,0,55.39,17.31,55.39
4687,0,70.53,21.85,70.53
4688,0,84.65,24.62,84.65
4689,40.17,76.47,26.9,116.64
4690,198.04,108.1,29.06,306.14
4691,329.34,155.84,30.74,485.18
4692,374.28,200.89,31.8,575.17
4693,390.23,236.22,32.25,626.45
4694,384.98,246.09,32.26,631.07
4695,448.19,245.01,32.44,693.2
4696,456.98,195.32,32.92,652.3
4697,421.77,142.02,33.08,563.79
4698,87.63,74.07,30.81,161.7
4699,74.57,26.1,27.5,100.67
4700,0,0,25.25,0
4701,0,0,23.93,0
4702,0,0,22.41,0
4703,0,0,21.55,0
4704,0,0,21.19,0
4705,0,0,20.86,0
4706,0,0,20.2,0
4707,0,0,19.87,0
4708,0,5.76,19.48,5.76
4709,0,38.93,18.92,38.93
4710,0,56.8,18.87,56.8
4711,0,77.77,19.36,77.77
4712,0,110.25,19.54,110.25
4713,29.29,122.44,20.51,151.73
4714,165.11,145.02,21.65,310.13
4715,318.53,142.05,22.64,460.58
4716,430.91,182.38,23.35,613.29
4717,481.99,199.25,24.07,681.24
4718,513.07,224.61,24.51,737.68
4719,685.13,172.48,24.81,857.61
4720,601.72,181.86,24.95,783.58
4721,421.95,163.68,24.83,585.63
4722,231.18,121.81,24.56,352.99
4723,158.46,55.26,23.98,213.72
4724,0,0,22.57,0
4725,0,0,20.93,0
4726,0,0,19.4,0
4727,0,0,17.23,0
4728,0,0,16.62,0
4729,0,0,16.08,0
4730,0,0,15.48,0
4731,0,0,14.95,0
4732,0,5.07,14.57,5.07
4733,0,32.73,14.33,32.73
4734,0,59.26,16.08,59.26
4735,0,73.46,19.27,73.46
4736,0,80.62,20.34,80.62
4737,35.6,79.7,21.43,115.3
4738,118.98,133.78,22.68,252.76
4739,169.62,144.41,22.79,314.03
4740,229.84,144.63,22.65,374.47
4741,317.25,215.47,22.67,532.72
4742,260.69,199.21,22.94,459.9
4743,254.54,210.01,22.66,464.55
4744,384.47,157.79,22.21,542.26
4745,256.16,107.72,21.84,363.88
4746,216.39,84.27,21.21,300.66
4747,161.14,47.14,20.71,208.28
4748,0,0,19.49,0
4749,0,0,18.09,0
4750,0,0,17.17,0
4751,0,0,16.18,0
4752,0,0,15.22,0
4753,0,0,14.22,0
4754,0,0,13.27,0
4755,0,0,12.6,0
4756,0,5.59,12.39,5.59
4757,0,37.43,11.97,37.43
4758,0,85.82,13.26,85.82
4759,0,91.98,15.8,91.98
4760,0,88.35,17.21,88.35
4761,33.84,88.86,18.75,122.7
4762,177.69,127.63,20.18,305.32
4763,320.21,156.89,21.46,477.1
4764,333.09,243.23,22.65,576.32
4765,175.68,322.74,23.17,498.42
4766,81.34,217.19,23.42,298.53
4767,183.62,273.83,23.09,457.45
4768,377.14,214.31,23.49,591.45
4769,374.56,157.01,23.67,531.57
4770,315.86,112.04,23.33,427.9
4771,191.03,65.35,22.65,256.38
4772,0,0,21.61,0
4773,0,0,19.26,0
4774,0,0,19.5,0
4775,0,0,18.97,0
4776,0,0,16.75,0
4777,0,0,16.9,0
4778,0,0,17.35,0
4779,0,0,17.02,0
4780,0,4.55,14.69,4.55
4781,0,31.15,14.37,31.15
4782,0,61.38,15.92,61.38
4783,0,94.67,19.67,94.67
4784,0,118.58,20.62,118.58
4785,26.51,113.74,22.5,140.25
4786,149.29,153.19,23.62,302.48
4787,324.97,144.71,24.41,469.68
4788,398.53,186.4,25.04,584.93
4789,355.49,217.67,23.14,573.16
4790,159.49,129.6,23.24,289.09
4791,542.4,165.29,22.86,707.69
4792,464.19,124.58,23.54,588.77
4793,449.27,120.57,23.07,569.84
4794,297.42,82.78,22.35,380.2
4795,16.31,33.51,21.49,49.82
4796,0,0,20.25,0
4797,0,0,19.22,0
4798,0,0,18.1,0
4799,0,0,17.14,0
4800,0,0,16.68,0
4801,0,0,16.11,0
4802,0,0,15.76,0
4803,0,0,15.4,0
4804,0,2.17,14.6,2.17
4805,0,18.72,14.39,18.72
4806,0,59.9,14.27,59.9
4807,0,77.17,14.8,77.17
4808,0,74.26,15.36,74.26
4809,1.98,79.93,15.3,81.91
4810,17.19,155.48,15.19,172.67
4811,200.46,197.65,16.3,398.11
4812,287.58,225.99,18.49,513.57
4813,427.75,177.48,19.48,605.23
4814,465.86,148.96,20.26,614.82
4815,426.13,159.37,20.53,585.5
4816,369.3,137.44,20.57,506.74
4817,349.71,104.34,20.38,454.05
4818,286.95,93.67,20.12,380.62
4819,151.74,52.45,19.79,204.19
4820,0,0,18.73,0
4821,0,0,17.03,0
4822,0,0,16.15,0
4823,0,0,15.41,0
4824,0,0,13.9,0
4825,0,0,13.23,0
4826,0,0,12.82,0
4827,0,0,12.72,0
4828,0,0,12.56,0
4829,0,36.03,12.81,36.03
4830,0,82.23,13.78,82.23
4831,0,58,15.24,58
4832,0,86.19,14.83,86.19
4833,1.99,211.31,15.47,213.3
4834,26.72,214.76,16.62,241.48
4835,93.49,262.69,17.98,356.18
4836,250.91,270.39,19.42,521.3
4837,239.13,227.51,20.8,466.64
4838,325.69,271.31,21.11,597
4839,294.55,241.26,21.59,535.81
4840,66.08,139.63,20.98,205.71
4841,26.75,74.69,17.92,101.44
4842,74.45,57.85,17.08,132.3
4843,94.04,50.36,17.01,144.4
4844,0,0,15.81,0
4845,0,0,14.76,0
4846,0,0,14.43,0
4847,0,0,13.89,0
4848,0,0,13.55,0
4849,0,0,13.32,0
4850,0,0,12.97,0
4851,0,0,12.57,0
4852,0,0,12.09,0
4853,0,31.15,11.7,31.15
4854,0,58.73,12.51,58.73
4855,0,95.88,14.02,95.88
4856,0,132.15,15.29,132.15
4857,18.76,130.33,16.31,149.09
4858,163.6,131.53,17.53,295.13
4859,229.71,200.71,18.92,430.42
4860,312.69,240.81,19.79,553.5
4861,166.84,247.18,20.35,414.02
4862,160.93,242.77,20.32,403.7
4863,165.99,210.98,20.71,376.97
4864,369.81,185.86,20.54,555.67
4865,258.09,130.37,20.8,388.46
4866,163.89,83.26,20.87,247.15
4867,86.01,31.25,20.44,117.26
4868,0,0,19.74,0
4869,0,0,18.39,0
4870,0,0,17.21,0
4871,0,0,16.68,0
4872,0,0,15.84,0
4873,0,0,15.4,0
4874,0,0,15.33,0
4875,0,0,15.13,0
4876,0,0,15.13,0
4877,0,19.24,14.77,19.24
4878,0,63.72,15.46,63.72
4879,0,123.45,17.7,123.45
4880,0,177.88,18.9,177.88
4881,16.46,176.09,21.14,192.55
4882,97.34,251.72,22.58,349.06
4883,26.1,301.83,23.37,327.93
4884,43.62,323.02,22.8,366.64
4885,26.76,279.38,22.81,306.14
4886,20.57,143.03,22.26,163.6
4887,17.43,84.65,20.68,102.08
4888,4.98,49.1,19.58,54.08
4889,9.12,61.88,19.46,71
4890,23.24,52.67,19.58,75.91
4891,151.49,43.71,19.64,195.2
4892,0,0,20.72,0
4893,0,0,20.43,0
4894,0,0,19.99,0
4895,0,0,18.37,0
4896,0,0,17.5,0
4897,0,0,16.84,0
4898,0,0,16.72,0
4899,0,0,16.73,0
4900,0,0,16.74,0
4901,0,36.35,16.85,36.35
4902,0,81.15,17.28,81.15
4903,0,118.02,18.47,118.02
4904,0,157.79,20.08,157.79
4905,9.04,233.12,21.18,242.16
4906,64.03,259.48,22.78,323.51
4907,94.52,269.3,23.68,363.82
4908,217.38,243.69,23.86,461.07
4909,230.31,221.11,24.46,451.42
4910,243.49,241.2,24.02,484.69
4911,245.34,159.22,21.9,404.56
4912,246.15,203.15,22.4,449.3
4913,256.34,128.71,22.92,385.05
4914,147.96,66.44,20.5,214.4
4915,59.63,30.12,19.26,89.75
4916,0,0,17.89,0
4917,0,0,16.87,0
4918,0,0,16.34,0
4919,0,0,15.77,0
4920,0,0,15.33,0
4921,0,0,14.92,0
4922,0,0,14.88,0
4923,0,0,14.89,0
4924,0,0,14.6,0
4925,0,28.06,14.22,28.06
4926,0,65.86,14.11,65.86
4927,0,118.82,14.34,118.82
4928,0,117.34,15.5,117.34
4929,8.29,165.55,16.2,173.84
4930,49.99,237.6,16.73,287.59
4931,18.52,210.96,17.19,229.48
4932,24.2,187.99,16.99,212.19
4933,53.6,211.07,16.66,264.67
4934,49.95,116.72,16.61,166.67
4935,9.4,76.64,16.22,86.04
4936,0,55.92,15.59,55.92
4937,87.22,91.6,15.39,178.82
4938,22.66,69.03,15.69,91.69
4939,32.14,22.43,15.16,54.57
4940,0,0,15.38,0
4941,0,0,14.84,0
4942,0,0,14.26,0
4943,0,0,13.98,0
4944,0,0,13.63,0
4945,0,0,13.23,0
4946,0,0,12.88,0
4947,0,0,12.27,0
4948,0,0,11.61,0
4949,0,31.32,11.26,31.32
4950,0,59.86,11.7,59.86
4951,0,91.57,13.02,91.57
4952,0,89.81,14.22,89.81
4953,17.79,109.63,15.32,127.42
4954,125.15,170,16.28,295.15
4955,251.56,193.87,17.12,445.43
4956,334.62,237.91,17.9,572.53
4957,501.91,188.98,18.41,690.89
4958,305.9,240.27,18.93,546.17
4959,329.38,210.24,18.75,539.62
4960,422.51,193.3,18.36,615.81
4961,376.22,147.65,18.36,523.87
4962,271.36,84.45,17.08,355.81
4963,92.9,35.09,16.24,127.99
4964,0,0,15.42,0
4965,0,0,15.01,0
4966,0,0,14.53,0
4967,0,0,13.86,0
4968,0,0,13.37,0
4969,0,0,12.75,0
4970,0,0,12,0
4971,0,0,11.28,0
4972,0,0,10.92,0
4973,0,29.59,11.28,29.59
4974,0,67.62,12.93,67.62
4975,0,142.34,14.27,142.34
4976,0,157.31,14.79,157.31
4977,0.16,150,15.36,150.16
4978,2.25,130.61,15.22,132.86
4979,7.36,96.71,15.17,104.07
4980,2.96,92.51,15.06,95.47
4981,0.05,70.48,15.21,70.53
4982,0.76,65.94,15.25,66.7
4983,0.5,40.81,15.3,41.31
4984,1.8,41.26,15.4,43.06
4985,0.24,27.4,15.75,27.64
4986,0,9.43,16.09,9.43
4987,0,5.12,16.4,5.12
4988,0,0,16.28,0
4989,0,0,16.44,0
4990,0,0,16.52,0
4991,0,0,16.62,0
4992,0,0,16.61,0
4993,0,0,16.58,0
4994,0,0,16.53,0
4995,0,0,16.43,0
4996,0,0,16.24,0
4997,0,13.28,16.05,13.28
4998,0,28.41,16.03,28.41
4999,0,85.86,16.14,85.86
5000,0,137.82,16.93,137.82
5001,3.75,210.54,18.22,214.29
5002,24.99,205.52,19.29,230.51
5003,65.62,267.48,19.78,333.1
5004,282.49,149.67,20.65,432.16
5005,415.07,181.18,21.8,596.25
5006,422.28,203.63,22.76,625.91
5007,416.6,137,22.89,553.6
5008,285.21,140.36,22.45,425.57
5009,185.03,130.84,21.95,315.87
5010,66.99,62.4,21.47,129.39
5011,40.28,24.78,20.85,65.06
5012,0,0,20.25,0
5013,0,0,19.24,0
5014,0,0,18.42,0
5015,0,0,18.04,0
5016,0,0,17.52,0
5017,0,0,17.1,0
5018,0,0,16.72,0
5019,0,0,16.46,0
5020,0,0,16.39,0
5021,0,18.08,16.61,18.08
5022,0,50.11,17.02,50.11
5023,0,65.41,17.41,65.41
5024,0,88.52,17.55,88.52
5025,0.35,139.33,17.9,139.68
5026,0.58,153.99,18.6,154.57
5027,4.66,177.41,18.8,182.07
5028,55.96,234.48,19.15,290.44
5029,223.32,307.76,20.38,531.08
5030,572.94,176.71,22.02,749.65
5031,419.53,178.79,22.95,598.32
5032,336.08,126.22,22.92,462.3
5033,351.35,122.68,22.65,474.03
5034,99.61,78.51,21.91,178.12
5035,82.33,34.25,20.68,116.58
5036,0,0,19.41,0
5037,0,0,18.38,0
5038,0,0,17.68,0
5039,0,0,16.81,0
5040,0,0,16.41,0
5041,0,0,16.25,0
5042,0,0,16.09,0
5043,0,0,16.01,0
5044,0,0,15.87,0
5045,0,24.64,15.66,24.64
5046,0,59.49,16.07,59.49
5047,0,76.24,17.03,76.24
5048,0,84.61,17.84,84.61
5049,11.91,101.11,18.71,113.02
5050,126,138.87,19.83,264.87
5051,117.16,199.12,20.55,316.28
5052,65.76,255.32,19.61,321.08
5053,73.08,270.94,19.14,344.02
5054,227.96,272.21,19.42,500.17
5055,305.83,149.01,19.83,454.84
5056,353.68,139.28,19.46,492.96
5057,239.62,101.37,19.16,340.99
5058,185.43,71.13,18.92,256.56
5059,137.92,35.25,18.53,173.17
5060,0,0,17.81,0
5061,0,0,17.22,0
5062,0,0,16.93,0
5063,0,0,16.59,0
5064,0,0,16.19,0
5065,0,0,16.12,0
5066,0,0,15.81,0
5067,0,0,15.2,0
5068,0,0,15,0
5069,0,5.31,14.95,5.31
5070,0,21.49,14.94,21.49
5071,0,99.79,15.19,99.79
5072,0,161.73,16.1,161.73
5073,3.45,170.59,17.11,174.04
5074,29.95,215.49,17.47,245.44
5075,4.13,105.22,17.51,109.35
5076,36.84,270.6,16.77,307.44
5077,96.69,182.18,17.94,278.87
5078,43.13,115.28,18.57,158.41
5079,48.1,151.19,18.82,199.29
5080,81.29,179.24,19.37,260.53
5081,62.27,94.43,19.71,156.7
5082,21.33,27.72,19.51,49.05
5083,0,11.51,18.96,11.51
5084,0,0,18.01,0
5085,0,0,17.61,0
5086,0,0,17.02,0
5087,0,0,16.64,0
5088,0,0,16.32,0
5089,0,0,16.08,0
5090,0,0,15.89,0
5091,0,0,15.83,0
5092,0,0,15.94,0
5093,0,4.71,16.02,4.71
5094,0,17.55,16.07,17.55
5095,0,26.33,16.14,26.33
5096,0,52.73,15.98,52.73
5097,0.02,128.84,16.01,128.86
5098,34.66,261.97,15.64,296.63
5099,169.25,192.92,17.34,362.17
5100,338.37,191.76,18.59,530.13
5101,483.15,182.92,19.48,666.07
5102,414.81,180.05,19.7,594.86
5103,409.24,167.4,19.21,576.64
5104,336.14,120.53,18.97,456.67
5105,403.61,143.83,18.63,547.44
5106,245.13,87.67,18.53,332.8
5107,98.85,22.5,17.86,121.35
5108,0,0,17.11,0
5109,0,0,16.39,0
5110,0,0,15.87,0
5111,0,0,15.68,0
5112,0,0,15.48,0
5113,0,0,15.14,0
5114,0,0,14.78,0
5115,0,0,14.73,0
5116,0,0,14.53,0
5117,0,27.61,14.23,27.61
5118,0,65.53,14.6,65.53
5119,0,111.58,15.34,111.58
5120,0,152.03,16.34,152.03
5121,2.83,143.18,17.15,146.01
5122,48.82,194.66,17.87,243.48
5123,12.87,169.65,18.46,182.52
5124,4.17,70.59,17.69,74.76
5125,0.33,65.11,16.85,65.44
5126,0.06,55,16.41,55.06
5127,0,37.89,16.3,37.89
5128,5.45,48.13,16.29,53.58
5129,51.01,79.16,16.87,130.17
5130,111.81,75.03,18.24,186.84
5131,20.67,8.47,18.76,29.14
5132,0,0,18.25,0
5133,0,0,17.02,0
5134,0,0,16.73,0
5135,0,0,16.09,0
5136,0,0,15.9,0
5137,0,0,15.75,0
5138,0,0,15.77,0
5139,0,0,15.52,0
5140,0,0,15.49,0
5141,0,23.18,15.39,23.18
5142,0,56.03,15.51,56.03
5143,0,78.78,15.61,78.78
5144,0,102.69,16.39,102.69
5145,3.36,153.64,16.68,157
5146,117.48,135.86,17.44,253.34
5147,187.79,192.64,18.3,380.43
5148,224.69,263.03,18.61,487.72
5149,304.08,224.47,18.77,528.55
5150,432.96,213.31,19.04,646.27
5151,574.48,170.33,19.42,744.81
5152,393.08,170.67,19.96,563.75
5153,191,107.34,19.21,298.34
5154,47.69,53.73,17.79,101.42
5155,102.17,27.07,17.44,129.24
5156,0,0,16.85,0
5157,0,0,16.36,0
5158,0,0,15.9,0
5159,0,0,15.79,0
5160,0,0,15.63,0
5161,0,0,15.45,0
5162,0,0,15.17,0
