timestep,temperature,heat demand,demand_el,pv,collector_heat
2422,3.91,3.229659021,149.41384,0,0
2423,3.75,2.163120461,102.97327,0,0
2424,3.22,1.622340345,59.93588667,0,0
2425,1.96,1.572427591,55.62564833,0,0
2426,1.58,1.65348056,99.31687667,0,0
2427,1.88,1.734533529,114.33359,0,0
2428,2.38,1.993903028,106.8585517,0,0
2429,2.88,2.699063855,113.0418033,0,0
2430,3.33,3.987806057,102.7920433,0,0
2431,4.99,5.049599946,110.0810333,0.03622142,1.26708398
2432,7,4.67675629,135.1343217,0.070431666,64.69458799
2433,8.01,4.26338615,148.8905583,0.158666281,113.853761
2434,9.01,3.931068979,340.826675,0.228791489,146.7239707
2435,9.84,3.639278291,571.7110417,0.12981539,70.64810928
2436,8.97,3.501488245,529.21131,0.134726088,68.98516785
2437,8.64,3.444751167,381.919905,0.151027262,25.74938406
2438,8.5,3.444751167,227.79506,0.088665115,3.20463931
2439,8.61,3.550120026,205.0191133,0.055514903,13.37949755
2440,9.16,3.728436557,480.9863717,0.069062938,3.081930148
2441,9.51,3.906753088,415.6948233,0.050877385,0
2442,9.52,4.149911994,425.9032783,0.018316426,0
2443,9.27,4.255280853,630.144995,0,0
2444,8.98,4.26338615,246.045595,0,0
2445,8.65,4.052648431,147.2626167,0,0
2446,7.52,3.485277651,118.4626417,0,0
2447,5.95,2.334325497,125.09682,0,0
2448,4.99,1.750744122,74.64637833,0,0
2449,4.27,1.639178037,63.99211,0,0
2450,3.53,1.723671751,103.2086033,0,0
2451,3.14,1.808165464,99.85029833,0,0
2452,3.09,2.078545346,131.641825,0,0
2453,3.22,2.813640652,127.0001667,0,0
2454,3.71,4.157090692,140.6837233,0,0
2455,4.71,5.263958336,109.3428967,0.038316808,0
2456,6.4,4.875287255,110.659795,0.060066039,15.48139896
2457,7.83,4.444369318,113.3242483,0.090035481,77.56402878
2458,8.55,4.097945093,464.2684467,0.177749102,133.86534
2459,9.19,3.793767725,235.18622,0.226565214,179.8416295
2460,9.95,3.650128413,310.4699683,0.200087187,228.0498011
2461,10.32,3.590982814,452.8118083,0.038216184,294.7898786
2462,10.87,3.590982814,510.6363767,0,408.7054203
2463,11.23,3.700824641,401.676765,0,282.1468858
2464,10.57,3.88671081,318.01941,0,300.7682947
2465,10.24,4.072596979,458.8109683,0,129.089575
2466,9.7,4.326078119,339.9030317,0,0
2467,8.77,4.435919946,597.6614667,0,0
2468,6.63,4.444369318,296.0671883,0,0
2469,5.34,4.224685663,120.2125517,0,0
2470,4.69,3.63322967,112.7592433,0,0
2471,3.65,2.433418942,97.16215667,0,0
2472,2.94,1.825064206,60.75630667,0,0
2473,2.4,1.68292896,70.08397,0,0
2474,2.3,1.769677876,93.28367333,0,0
2475,2.02,1.856426791,127.5751883,0,0
2476,1.81,2.134023321,139.0501267,0,0
2477,1.43,2.888738885,154.2002383,0,0
2478,1.32,4.268046641,105.3204733,0,0
2479,3.5,5.404457434,127.1909567,0.044018068,20.67493421
2480,6.63,5.005412423,114.7111217,0.103591278,69.6849075
2481,8.2,4.562992954,136.3157,0.164966038,99.14706158
2482,9.37,4.207322401,263.9100517,0.202018102,166.9364228
2483,10.22,3.895026305,372.38621,0.208152956,239.3608077
2484,10.89,3.747553149,504.2197933,0.096930157,331.9714642
2485,11.39,3.686828908,425.511275,0,315.9629971
2486,11.49,3.686828908,340.3197367,0,280.6410365
2487,10.91,3.799602498,179.0521367,0.047859699,190.6067684
2488,10.43,3.990450112,385.78603,0.074307805,157.6960315
2489,10.06,4.181297726,771.55229,0.042355897,70.80181005
2490,9.49,4.441544472,711.6196683,0.039163824,0
2491,8.4,4.554318063,386.011655,0.010758181,0
2492,7.42,4.562992954,129.2437,0,0
2493,6.75,4.337445774,137.485415,0,0
2494,6.28,3.730203366,124.557245,0,0
2495,5.95,2.498368766,120.6730517,0,0
2496,5.66,1.873776574,52.314715,0,0
2497,5.48,1.751313321,91.19213167,0,0
2498,4.9,1.841587204,106.191905,0,0
2499,4.81,1.931861086,109.0752283,0,0
2500,4.76,2.22073751,115.858755,0,0
2501,4.69,3.006120288,129.83363,0,0
2502,4.75,4.441475021,123.7368967,0,0
2503,4.87,5.624062882,119.1728467,0.004108586,0
2504,4.72,5.208803022,130.8159933,0.014729466,0
2505,5.01,4.748406221,127.7707333,0.022351767,0
2506,5.24,4.378283303,166.57686,0.025550084,0
2507,5.63,4.053297326,334.061135,0.052138318,0
2508,6.07,3.899831726,287.1447367,0.055180827,0
2509,6.37,3.836640008,438.4030183,0.042052503,0
2510,6.67,3.836640008,341.4028967,0.035627174,0
2511,7.04,3.953996055,335.5436833,0.027967207,0
2512,7.54,4.152598597,438.7442483,0.022487418,0
2513,7.89,4.351201138,418.1775267,0.016476051,0
2514,8.05,4.622022786,328.328275,0.003979278,0
2515,8.06,4.739378833,768.2194883,0,0
2516,7.93,4.748406221,373.384985,0,0
2517,7.83,4.513694127,96.295615,0,0
2518,7.76,3.881776949,107.5169033,0,0
2519,7.69,2.599887817,105.0797483,0,0
2520,7.62,1.949915863,57.99956667,0,0
2521,7.55,1.638327185,54.74233,0,0
2522,7.63,1.72277704,109.62531,0,0
2523,7.52,1.807226895,121.0003217,0,0
2524,7.41,2.077466431,134.3752533,0,0
2525,7.26,2.812180168,143.3253417,0,0
2526,7.13,4.154932861,124.667285,0,0
2527,7.18,5.26122596,138.9293583,0.010459085,0
2528,7.06,4.872756628,127.57625,0.009972512,0
2529,6.98,4.442062368,139.220505,0.013798149,0
2530,7,4.095817963,237.2763517,0.02503618,0
2531,7.03,3.791798485,406.701925,0.044544081,7.089164691
2532,7.16,3.648233732,575.2191517,0.066948248,31.97110463
2533,7.73,3.589118833,380.978075,0.100925286,39.67224365
2534,8.04,3.589118833,189.9363167,0.097396711,52.55117345
2535,8.43,3.698903645,207.9685933,0.086256289,11.58844392
2536,8.43,3.884693325,371.544075,0.051672078,16.16786681
2537,8.84,4.070483006,268.285845,0.075095328,0
2538,8.82,4.323832571,413.886235,0.042046329,0
2539,8.48,4.433617382,556.9364433,0.005069322,0
2540,7.87,4.442062368,275.4102683,0,0
2541,7.54,4.222492745,129.5342633,0,0
2542,7.32,3.631343761,126.4168733,0,0
2543,7.2,2.432155821,111.7816233,0,0
2544,7.07,1.824116866,63.30604167,0,0
2545,6.88,1.505258597,58.61743833,0,0
2546,6.81,1.582849247,106.29208,0,0
2547,6.46,1.660439896,124.0502433,0,0
2548,5.98,1.908729974,127.2085367,0,0
2549,5.62,2.583768623,143.5918567,0,0
2550,5.38,3.817459947,125.8139767,0,0
2551,5.61,4.833897454,114.647735,0.015508074,0.32149693
2552,6.52,4.476980467,134.96433,0.066333994,23.31002341
2553,7.77,4.081268155,140.2188633,0.097249499,61.15330523
2554,8.74,3.763146493,348.1263133,0.148525018,131.0560847
2555,9.93,3.483820155,430.3359067,0.046316048,251.103412
2556,10.89,3.351916051,362.3781167,0,370.2137189
2557,11.67,3.297602597,426.3117467,0,411.5261088
2558,12.08,3.297602597,269.1701383,0,461.3343353
2559,12.39,3.398470441,223.7439683,0,405.0302181
2560,12.2,3.56916987,289.8948283,0,310.2411059
2561,11.63,3.739869298,558.0862833,0,164.051173
2562,10.8,3.972641246,610.919735,0,11.95788231
2563,9.52,4.07350909,636.12827,0,0
2564,7.92,4.081268155,396.4254283,0,0
2565,7.01,3.879532467,117.80405,0,0
2566,6.58,3.336397922,136.4037633,0,0
2567,6.32,2.234610701,125.792765,0,0
2568,6.11,1.675958026,70.6175,0,0
2569,5.87,1.497582827,64.42574833,0,0
2570,5.58,1.574777818,93.15867167,0,0
2571,5.44,1.651972809,106.216965,0,0
2572,5.38,1.898996781,105.15866,0,0
2573,5.41,2.570593203,113.8254133,0,0
2574,5.45,3.797993561,101.9921517,0,0
2575,5.6,4.809247944,133.46427,0.015316984,0
2576,5.85,4.454150985,102.862525,0.065380339,39.90081721
2577,6.64,4.060456531,125.152085,0.12542064,65.12206841
2578,7.45,3.743957067,232.11003,0.158518363,123.7729644
2579,8.4,3.466055099,532.219335,0.183711741,151.2693724
2580,9.02,3.334823615,489.5862733,0.236371725,165.5036674
2581,9.64,3.280787121,363.0613583,0.192521001,110.3124461
2582,9.91,3.280787121,331.72007,0.181214369,149.2787022
2583,10.39,3.381140609,166.1941633,0.083669021,48.26672556
2584,10.24,3.55096959,303.9865167,0.086937703,0
2585,9.91,3.72079857,409.83618,0.037357214,0
2586,9.68,3.952383543,739.461185,0.01497773,0
2587,9.44,4.052737032,636.103125,0,0
2588,8.84,4.060456531,356.7769883,0,0
2589,8.77,3.859749554,134.23251,0,0
2590,8.57,3.319384616,113.29415,0,0
2591,8.18,2.223215743,119.8381767,0,0
2592,7.69,1.667411807,77.80940833,0,0
2593,7.13,1.603385664,37.89233167,0,0
2594,6.74,1.686034409,66.29231167,0,0
2595,6.18,1.768683155,110.5502367,0,0
2596,5.43,2.033159141,142.4252183,0,0
2597,4.7,2.752203227,107.183575,0,0
2598,3.81,4.066318281,117.0336667,0,0
2599,3.78,5.149016848,110.59897,0.048993842,0
2600,4.82,4.768832618,127.1026017,0.063214811,2.155339612
2601,6.06,4.347324016,126.4089633,0.073479821,11.04460939
2602,7.52,4.008464159,180.3852333,0.081058193,145.9104991
2603,8.81,3.710928675,398.9356683,0,299.9702988
2604,9.77,3.570425808,337.9526617,0,389.6440333
2605,10.01,3.512571686,500.5528633,0,427.7737746
2606,10.02,3.512571686,356.3780483,0,439.3391427
2607,10.08,3.620015055,217.2186683,0,406.9216015
2608,9.89,3.801842295,387.8693483,0,186.0016625
2609,9.14,3.983669536,443.9524633,0,141.2629085
2610,8.2,4.231615772,342.4860983,0,9.869708646
2611,6.45,4.339059141,565.5193883,0.013458731,0
2612,6.7,4.347324016,302.8032333,0,0
2613,5.52,4.132437278,146.1589617,0,0
2614,4.34,3.553896059,132.6453067,0,0
2615,3.31,2.380283872,102.0433417,0,0
2616,2.63,1.785212904,62.83436,0,0
2617,2.3,1.701553155,52.10067167,0,0
2618,2.26,1.789262081,95.30037833,0,0
2619,2.32,1.876971006,108.9586733,0,0
2620,2.49,2.157639568,129.66694,0,0
2621,2.7,2.92070722,106.2087233,0,0
2622,2.88,4.315279136,103.6003783,0,0
2623,3.14,5.46426606,135.1908017,0.024133435,0
2624,3.76,5.060805003,113.73773,0.058309228,30.03916766
2625,4.61,4.613489483,142.2369983,0.11846815,60.87883523
2626,6,4.253882888,331.23482,0.159749056,139.9644253
2627,6.68,3.938130756,413.5190533,0.245328789,227.5961552
2628,7.94,3.789025583,573.2277033,0.215629135,196.4566322
2629,8.54,3.727629335,528.336185,0.18781716,211.2711805
2630,9,3.727629335,364.4199817,0.166976192,211.0585369
2631,9.3,3.841650938,222.2191383,0.07802345,76.53764333
2632,9.18,4.034610574,252.1198717,0.115544925,2.546585408
2633,9.07,4.22757021,451.6027733,0.052174761,0
2634,9.01,4.490696987,502.3361367,0.023290833,0
2635,9.07,4.60471859,319.4947817,0.006298612,0
2636,8.33,4.613489483,192.890525,0,0
2637,8.58,4.385446276,113.9877717,0,0
2638,8.54,3.771483798,127.8654883,0,0
2639,8.73,2.526017055,113.4020733,0,0
2640,8.57,1.894512791,77.287665,0,0
2641,8.04,1.175970514,78.42545833,0,0
2642,7.73,1.23658755,93.50044833,0,0
2643,7.41,1.297204587,113.3419167,0,0
2644,7.15,1.491179105,118.0086283,0,0
2645,6.9,2.018547325,112.0085833,0,0
2646,6.93,2.98235821,124.0203133,0,0
2647,8.03,3.776441392,117.31281,0.038590797,1.824700517
2648,10.25,3.497603022,120.88284,0.061309788,16.66169773
2649,12.04,3.188456135,132.517065,0.075089613,26.21400373
2650,13.69,2.939926284,310.0847567,0.08240922,160.7500873
2651,15.1,2.721704952,423.119055,0,291.6056876
2652,16.02,2.618655989,380.9778967,0,377.2160197
2653,16.45,2.576224063,310.6195817,0,404.4908898
2654,16.57,2.576224063,398.7362717,0,443.1194463
2655,16.97,2.655026211,227.2934033,0,427.0333566
2656,17.05,2.788383692,436.94417,0,343.3140161
2657,16.73,2.921741173,350.2024967,0,213.4075458
2658,15.79,3.103592283,298.9861883,0,49.3296175
2659,14.39,3.182394431,632.6279233,0,0
2660,13.7,3.188456135,333.6535317,0,0
2661,12.71,3.030851839,110.1796467,0,0
2662,11.74,2.606532582,118.802795,0,0
2663,10.87,1.745770659,120.0870967,0,0
2664,10.11,1.309327995,64.718235,0,0
2665,9.39,0.61570563,59.29216667,0,0
2666,8.74,0.645225763,85.70036,0,0
2667,7.92,0.687397381,86.55864667,0,0
2668,6.99,0.822346561,111.041935,0,0
2669,6,1.286234364,111.4253567,0,0
2670,6.08,2.323656179,126.0004883,0,0
2671,8.55,2.943578971,133.1377633,0.042766245,3.85386333
2672,12.78,2.800195468,101.1891617,0.059710674,22.66247885
2673,14.71,2.420650901,141.0254133,0.072773415,35.59215541
2674,16.47,2.201358485,217.87671,0.085004459,174.3406078
2675,17.96,1.973631745,309.07796,0.002432357,318.6335037
2676,19.08,1.821813919,324.7531,0,418.709482
2677,19.64,1.754339329,541.8363617,0,434.7319795
2678,19.86,1.68686474,312.677995,0,441.0644699
2679,19.96,1.678430416,322.5352617,0,401.8511085
2680,19.83,1.758556491,563.935935,0,357.3793752
2681,19.48,1.872419861,385.0862183,0,151.6440175
2682,18.15,2.045323497,535.96163,0,28.60770166
2683,16.69,2.218227133,487.24517,0.003511905,0
2684,14.64,2.34895915,257.9455183,0,0
2685,13.45,2.264615913,117.0543367,0,0
2686,13.06,1.977848907,102.508955,0,0
2687,12.58,1.260931393,123.3496367,0,0
2688,12.7,0.754871971,78.04252833,0,0
2689,12.15,0.532682487,68.49236333,0,0
2690,11.79,0.558222058,99.05862667,0,0
2691,11.65,0.59470716,128.3418833,0,0
2692,11.54,0.711459485,122.05029,0,0
2693,11.44,1.112795606,131.5418817,0,0
2694,11.28,2.01032911,118.01713,0,0
2695,11.41,2.546660107,121.0993183,0.032558947,0
2696,11.32,2.422610761,125.655995,0.035347257,42.01713151
2697,12.16,2.094244844,134.670535,0.107322899,50.09835144
2698,13.79,1.904522315,279.168235,0.114932894,163.2310132
2699,14.97,1.707502765,426.8192233,0.017583715,297.6647555
2700,15.92,1.576156399,491.2280017,0,311.065336
2701,16.2,1.517780236,506.9618217,0,400.3043984
2702,16.79,1.459404073,606.7280183,0,328.4667332
2703,16.72,1.452107052,286.8855833,0,320.1770238
2704,16.73,1.521428746,656.5945767,0,220.5651056
2705,16.31,1.619938521,651.8029483,0,147.9569208
2706,15.78,1.769527438,269.7367233,0,47.96370832
2707,14.39,1.919116356,210.6036167,0,0
2708,12.85,2.032220171,256.187305,0,0
2709,11.85,1.959249968,106.8158667,0,0
2710,10.77,1.711151275,100.0354883,0,0
2711,10.68,1.090904544,95.67459667,0,0
2712,10.98,0.653083323,73.53915667,0,0
2713,10.91,0.679323999,75.95039667,0,0
2714,9.95,0.711894328,95.80869833,0,0
2715,9.09,0.758423369,130.9669033,0,0
2716,8.5,0.9073163,118.0586333,0,0
2717,8.26,1.419135752,111.083675,0,0
2718,8.62,2.563750161,140.558565,0,0
2719,9.41,3.247727065,125.2707967,0.042332755,30.28985385
2720,10.29,3.089528325,134.0960467,0.098976474,13.13300493
2721,11.18,2.670766956,142.2271383,0.070680897,53.87474554
2722,11.4,2.428815942,379.9846033,0.126772809,154.7195509
2723,11.84,2.177559121,412.519395,0.014147097,287.7908609
2724,12.14,2.010054573,339.5614217,0,358.631876
2725,12.52,1.935608107,562.7031567,0,466.9206387
2726,11.68,1.861161642,354.0532817,0,290.0241553
2727,10.08,1.851855833,262.2771267,0,416.2910665
2728,10.18,1.940261011,550.7775683,0,271.4260502
2729,9.9,2.065889422,427.0194517,0,201.5792763
2730,9.8,2.256658491,358.32783,0,34.11122731
2731,9.29,2.447427559,349.0529633,0,0
2732,8.51,2.591667586,267.2068767,0,0
2733,8.09,2.498609504,142.9306017,0,0
2734,7.2,2.182212025,118.2242633,0,0
2735,6.63,1.391218327,117.47655,0,0
2736,6.09,0.832869835,84.43282333,0,0
2737,5.64,1.331352571,60.15912167,0,0
2738,5.32,1.399978992,119.74201,0,0
2739,5.01,1.468605414,131.1502467,0,0
2740,4.86,1.688209961,135.6669367,0,0
2741,4.88,2.285259826,130.9003,0,0
2742,5.23,3.376419923,143.3171283,0,0
2743,5.69,4.27542604,136.5956733,0.038149086,0
2744,5.72,3.959744503,136.2293233,0.052085544,13.1874996
2745,5.81,3.609749755,121.105565,0.08549553,58.31808665
2746,6.52,3.328381428,214.3349617,0.150917735,156.3779447
2747,7.86,3.081326312,254.6025083,0.1229175,293.833291
2748,9.15,2.964661396,630.419195,0,331.8627127
2749,9.43,2.916622901,345.90316,0,265.3986715
2750,9.37,2.916622901,362.4778967,0.045971235,312.1993103
2751,9.37,3.005837248,281.5936117,0,344.3143322
2752,9.22,3.156815375,281.1443767,0,336.8001681
2753,8.63,3.307793501,492.3691217,0,193.2841443
2754,7.95,3.513672765,368.6777833,0,43.36893571
2755,7.14,3.602887113,421.9278683,0,0
2756,6.01,3.609749755,329.63656,0,0
2757,5.15,3.43132106,116.69413,0,0
2758,4.31,2.950936111,108.6972483,0,0
2759,3.68,1.97644093,103.9514567,0,0
2760,3.14,1.482330698,74.67285167,0,0
2761,2.52,1.751571154,62.2091,0,0
2762,2.04,1.841858327,115.825395,0,0
2763,1.65,1.9321455,118.8836533,0,0
2764,1.31,2.221064453,136.5502467,0,0
2765,1.01,3.006562858,133.1001733,0,0
2766,1.25,4.442128907,126.917035,0,0
2767,2.65,5.624890872,126.7158717,0.041760967,0
2768,4.28,5.209569877,145.4790617,0.074065426,31.90711412
2769,5.36,4.749105295,139.4302733,0.119177762,66.49227701
2770,6.49,4.378927886,143.3348933,0.165152138,170.1545271
2771,6.84,4.053894063,426.7608667,0.254583236,253.0057632
2772,7.78,3.900405869,420.9441483,0.167433146,263.4626731
2773,8.26,3.837204848,527.1196383,0.138444324,238.8863348
2774,8.42,3.837204848,646.402915,0.175944721,241.6101258
2775,8.66,3.954578173,216.15192,0.043342555,226.4943031
2776,8.73,4.153209954,303.30283,0.024530869,159.0219312
2777,8.46,4.351841734,512.3275567,0.035018886,107.8569588
2778,8.08,4.622703253,496.0944833,0.002340211,0
2779,7.33,4.740076577,420.8367067,0.022934452,0
2780,6.01,4.749105295,304.9005133,0,0
2781,4.28,4.514358645,133.2025083,0,0
2782,3.29,3.882348435,96.66749333,0,0
2783,2.38,2.60027058,107.63841,0,0
2784,1.81,1.950202935,53.28144333,0,0
2785,1.34,1.849742644,67.32533333,0,0
2786,0.93,1.945090203,91.033525,0,0
2787,0.53,2.040437762,100.0753867,0,0
2788,0.5,2.345549951,112.5252767,0,0
2789,0.25,3.175073714,114.5419867,0,0
2790,0.93,4.691099902,119.7121833,0,0
2791,3.29,5.940152925,135.5207583,0.053315036,2.893163539
2792,5.86,5.501554154,104.1525167,0.076713974,25.53937257
2793,6.85,5.015281603,126.6904367,0.100533271,68.8077483
2794,7.76,4.624356611,347.10988,0.157611819,176.4344773
2795,8.77,4.281105399,186.144055,0.092078406,261.9549389
2796,9.54,4.119014548,263.4107167,0.041473357,187.8405061
2797,9.43,4.052271257,426.5107617,0.187940517,296.2153919
2798,10.04,4.052271257,469.8611067,0.046539025,238.0403952
2799,10.07,4.176223084,162.2350583,0.040640798,270.4704333
2800,10.28,4.385987713,535.785455,0,213.9759649
2801,10.28,4.595752343,492.2436783,0,97.90717657
2802,9.95,4.88179502,343.2610683,0.03245021,17.3476404
2803,8.89,5.005746847,368.8194433,0.032779872,0
2804,7.27,5.015281603,286.1585933,0,0
2805,6.24,4.767377949,117.4408283,0,0
2806,5.65,4.099945036,119.360755,0,0
2807,5.33,2.746009699,106.486865,0,0
2808,5.38,2.059507274,68.41308667,0,0
2809,5.28,1.467230916,49.50071833,0,0
2810,5,1.542861376,93.26705833,0,0
2811,4.7,1.618491835,121.7587283,0,0
2812,4.31,1.860509306,128.68349,0,0
2813,3.84,2.518494305,127.1169017,0,0
2814,3.76,3.721018612,123.7754217,0,0.00386202
2815,5.64,4.711777633,151.1091017,0.072309686,41.94304278
2816,7.69,4.363877519,134.744285,0.127910495,78.95389545
2817,9.67,3.978162175,128.6572367,0.174628732,87.00633441
2818,11.55,3.668077291,357.2680267,0.172656331,208.409591
2819,12.75,3.395807636,363.8272867,0.16767833,280.9557255
2820,13.96,3.267235855,399.9943333,0.016811211,252.5758338
2821,14.14,3.214294533,193.2446517,0.049416599,101.2173295
2822,13.37,3.214294533,375.2611533,0.126690782,151.8583005
2823,13.76,3.31261413,251.52681,0.121508547,179.6478715
2824,13.94,3.479001142,445.0442283,0.030561851,88.78514405
2825,13.59,3.645388153,339.1441167,0.081714404,14.33271644
2826,13.02,3.872279531,520.8027317,0.045659873,0
2827,12.43,3.970599129,518.7528683,0.008287488,0
2828,12.07,3.978162175,314.9263517,0,0
2829,11.43,3.78152298,136.00859,0,0
2830,10.95,3.252109763,144.7420667,0,0
2831,10.44,2.178157236,114.5747233,0,0
2832,10.46,1.633617927,83.20416833,0,0
2833,10.49,1.206643248,52.21722667,0,0
2834,10.65,1.268841354,85.31702167,0,0
2835,10.67,1.331039459,109.6753633,0,0
2836,10.51,1.530073397,115.3919283,0,0
2837,10.22,2.071196916,117.88353,0,0
2838,10.04,3.060146794,138.1387133,0,0
2839,10.02,3.874941977,137.0776767,0.020371643,0
2840,10.25,3.588830692,137.1809417,0.029378751,49.23744731
2841,10.72,3.271620353,124.54224,0.122464712,38.26946136
2842,10.48,3.01660812,217.1017867,0.104052169,63.77844903
2843,10.67,2.79269494,663.8274367,0.134604397,139.3338959
2844,11.42,2.686958161,470.47778,0.160814845,178.2569669
2845,12.1,2.643419487,253.011495,0.13713093,179.5626107
2846,12.65,2.643419487,246.686595,0.181434409,242.140865
2847,13.23,2.724277024,378.8684967,0.07840675,166.604477
2848,13.11,2.861112856,224.344305,0.053339472,120.6187677
2849,12.88,2.997948689,193.2025017,0.054090282,91.64230664
2850,12.47,3.184543005,719.5608533,0.01767697,12.38817186
2851,11.56,3.265400543,565.4026,0.017679857,0
2852,10.47,3.271620353,482.2950333,0,0
2853,9.13,3.109905279,129.1105083,0,0
2854,8.05,2.67451854,115.610545,0,0
2855,6.83,1.79130544,124.1194383,0,0
2856,5.74,1.34347908,84.244395,0,0
2857,4.51,1.355999012,55.45876833,0,0
2858,3.22,1.425895868,85.18350333,0,0
2859,2.38,1.495792724,106.9252717,0,0
2860,1.93,1.719462665,124.883755,0,0
2861,1.69,2.327565314,119.70856,0,0
2862,2.82,3.438925329,140.8670217,0,0
2863,4.74,4.354574146,129.616235,0.042567627,2.099944636
2864,6.19,4.033048607,130.6193183,0.070017023,32.29092895
2865,7.35,3.67657464,146.2821333,0.108730381,14.11375781
2866,8.82,3.38999753,276.743095,0.058790551,179.0957407
2867,10.16,3.138368847,232.3525317,0,329.1498506
2868,11.27,3.019544191,540.2611267,0,450.2473371
2869,12.16,2.970616392,296.9362367,0,525.9829382
2870,12.65,2.970616392,537.41115,0,551.7050632
2871,12.87,3.061482305,347.9769267,0,522.082965
2872,12.82,3.215255389,493.2107967,0,435.035203
2873,12.47,3.369028473,352.5107833,0,289.6954189
2874,11.8,3.578719042,358.9693667,0,97.17407682
2875,10.51,3.669584955,559.6278733,0,0
2876,9.09,3.67657464,303.9870817,0,0
2877,7.51,3.494842814,121.0276,0,0
2878,6.06,3.00556482,142.0204233,0,0
2879,4.81,2.013029461,138.9264983,0,0
2880,3.85,1.509772096,68.31933667,0,0
2881,3.13,1.209454148,48.75880833,0,0
2882,2.67,1.271797145,71.342075,0,0
2883,2.29,1.334140143,112.7335617,0,0
2884,2.08,1.533637734,106.10021,0,0
2885,2.12,2.076021811,109.175225,0,0
2886,3.08,3.067275468,94.02554667,0,6.602137305
2887,6.12,3.883968733,95.79468,0.084925911,41.1407213
2888,9.15,3.597190946,124.9195683,0.124623037,78.58263828
2889,11,3.279241659,135.237315,0.168516398,96.34385062
2890,12.69,3.02363537,214.8100617,0.169416305,220.1568859
2891,14.14,2.79920058,384.8191483,0.102194481,323.2373555
2892,15.14,2.693217484,436.51921,0.012292899,353.9747068
2893,15.66,2.649577386,363.4276167,0.047469266,378.9779986
2894,16.03,2.649577386,418.0111933,0,359.7878786
2895,16.19,2.730623283,196.101895,0,337.710628
2896,16.21,2.867777877,605.3440783,0,165.4278364
2897,15.78,3.004932471,475.902435,0.089010213,152.2023906
2898,15.19,3.191961463,351.3279967,0.014675722,42.06232884
2899,13.66,3.273007359,374.6363267,0.033365204,0
2900,12.13,3.279241659,280.61833,0,0
2901,10.21,3.117149866,132.6859267,0,0
2902,8.86,2.680748885,142.66713,0,0
2903,8.01,1.795478323,136.528325,0,0
2904,8.01,1.346608742,81.63455167,0,0
2905,7.6,1.289038782,45.358985,0,0
2906,7.12,1.35548408,96.69192,0,0
2907,6.73,1.421929378,103.8003667,0,0
2908,6.54,1.634554331,114.5836883,0,0
2909,6.51,2.212628424,129.85031,0,0
2910,7.33,3.269108663,139.708745,0,0
2911,8.94,4.139542067,139.9292067,0.050475647,21.37485379
2912,10.29,3.833893696,126.2692583,0.086877713,41.12143861
2913,11.2,3.495022676,133.6405,0.110369238,103.5435521
2914,11.32,3.222596954,298.0597733,0.19196494,122.6894603
2915,11,2.983393881,324.8276617,0.153533421,186.8484288
2916,10.86,2.870436875,431.6530283,0.172130599,225.0344695
2917,10.99,2.823925166,424.344885,0.083602106,238.1029806
2918,10.82,2.823925166,825.7696767,0.061350859,259.4619521
2919,10.64,2.910304053,299.0605717,0,354.5543821
2920,10.44,3.056483709,302.3362133,0,212.147778
2921,9.72,3.202663365,372.7445667,0,91.94902786
2922,9.02,3.401999259,448.9198283,0.042665029,24.75923261
2923,8.51,3.488378146,422.7700617,0.024904286,0
2924,7.88,3.495022676,287.41221,0,0
2925,6.84,3.322264901,132.586345,0,0
2926,6.06,2.857147815,116.4027233,0,0
2927,4.94,1.913624583,130.646765,0,0
2928,4.91,1.435218437,64.61486,0,0
2929,4.92,1.445922945,79.80882167,0,0
2930,4.29,1.520455055,103.6002917,0,0
2931,3.64,1.594987166,101.6837233,0,0
2932,2.96,1.833489919,124.0001317,0,0
2933,2.55,2.481919281,93.441995,0,0
2934,3.51,3.666979839,105.8319917,0,0
2935,5.4,4.643350487,85.66442667,0.048075355,1.730627916
2936,6.16,4.300502778,94.58258833,0.067299803,17.93250366
2937,7.23,3.920389015,126.9255617,0.087627667,64.46412009
2938,8.18,3.614807361,238.3600733,0.123005072,207.0884876
2939,9.05,3.346491763,279.3362817,0.074019173,319.6759899
2940,9.92,3.219787176,581.8778767,0,416.82431
2941,10.76,3.167614698,395.644745,0,502.60762
2942,11.44,3.167614698,582.044725,0,545.3769987
2943,11.86,3.264506442,138.3688533,0,519.8142713
2944,12.02,3.428477085,342.38619,0,433.5214148
2945,11.81,3.592447728,402.8861483,0,292.0845161
2946,11.28,3.81604406,642.0697,0,105.6260496
2947,10.24,3.912935804,526.2115717,0,0
2948,9.13,3.920389015,248.0290717,0,0
2949,7.53,3.726605527,114.3691817,0,0
2950,6.08,3.204880753,135.5338817,0,0
2951,4.83,2.146524784,104.46649,0,0
2952,4.13,1.609893588,63.03791167,0,0
2953,3.74,1.257547347,76.25872167,0,0
2954,3.24,1.322369375,117.45861,0,0
2955,2.86,1.387191403,114.7753383,0,0
2956,2.51,1.594621893,135.6251333,0,0
2957,2.19,2.158573539,136.883525,0,0
2958,3.33,3.189243787,121.0922067,0,2.857416926
2959,6.84,4.038412356,155.8574983,0.078295333,54.51282165
2960,9.05,3.740231026,139.407365,0.142124774,101.6670335
2961,10.59,3.409638683,137.2706183,0.203964723,109.939653
2962,12.2,3.143868367,243.36871,0.182058476,230.6461622
