,temp_air,ghi,dni,dhi,wind_speed
2023-04-05 06:00:00,0.0,0.22,0.34,64.04,64.04
2023-04-05 07:00:00,0.0,2.03,0.34,101.12,101.12
2023-04-05 08:00:00,0.0,3.25,0.41,155.74,155.74
2023-04-05 09:00:00,28.28,3.95,0.97,227.96,256.24
2023-04-05 10:00:00,42.58,4.41,0.9,252.67,295.25
2023-04-05 11:00:00,107.95,4.65,0.9,295.27,403.22
2023-04-05 12:00:00,136.67,5.24,0.69,292.66,429.33
2023-04-05 13:00:00,93.37,5.46,0.55,244.14,337.51
2023-04-05 14:00:00,90.34,5.46,0.48,196.22,286.56
2023-04-05 15:00:00,59.08,5.34,0.55,122.96,182.04
2023-04-05 16:00:00,33.07,4.89,0.69,57.93,91.0
2023-04-05 17:00:00,29.7,4.18,0.97,13.99,43.69
2023-04-05 18:00:00,0.0,3.48,0.9,0.0,0.0
2023-04-05 19:00:00,0.0,2.25,1.38,0.0,0.0
2023-04-05 20:00:00,0.0,1.14,1.31,0.0,0.0
2023-04-05 21:00:00,0.0,2.2,0.97,0.0,0.0
2023-04-05 22:00:00,0.0,1.98,0.76,0.0,0.0
2023-04-05 23:00:00,0.0,1.75,0.55,0.0,0.0
2023-04-06 00:00:00,0.0,1.62,0.41,0.0,0.0
2023-04-06 01:00:00,0.0,1.43,0.69,0.0,0.0
2023-04-06 02:00:00,0.0,1.03,1.03,0.0,0.0
2023-04-06 03:00:00,0.0,-0.12,1.17,0.0,0.0
2023-04-06 04:00:00,0.0,-0.46,1.17,0.0,0.0
2023-04-06 05:00:00,0.0,-0.31,1.03,26.61,26.61
2023-04-06 06:00:00,0.0,0.39,0.69,53.09,53.09
2023-04-06 07:00:00,0.0,2.82,0.83,69.31,69.31
2023-04-06 08:00:00,0.0,5.32,1.38,79.98,79.98
2023-04-06 09:00:00,106.97,6.83,2.07,76.75,183.72
2023-04-06 10:00:00,296.19,7.88,2.69,98.86,395.05
2023-04-06 11:00:00,468.09,8.61,2.76,118.92,587.01
2023-04-06 12:00:00,593.1,9.16,2.69,138.41,731.51
2023-04-06 13:00:00,659.11,9.56,2.55,151.07,810.18
2023-04-06 14:00:00,605.96,9.82,2.41,167.9,773.86
2023-04-06 15:00:00,515.73,10.04,2.21,164.7,680.43
2023-04-06 16:00:00,262.96,9.89,1.79,125.29,388.25
2023-04-06 17:00:00,159.85,8.67,2.07,34.92,194.77
2023-04-06 18:00:00,0.0,6.52,2.48,0.0,0.0
2023-04-06 19:00:00,0.0,5.87,2.28,0.0,0.0
2023-04-06 20:00:00,0.0,3.99,2.21,0.0,0.0
2023-04-06 21:00:00,0.0,2.28,2.14,0.0,0.0
2023-04-06 22:00:00,0.0,0.93,2.14,0.0,0.0
2023-04-06 23:00:00,0.0,0.22,2.28,0.0,0.0
2023-04-07 00:00:00,0.0,-0.23,2.14,0.0,0.0
2023-04-07 01:00:00,0.0,-0.76,1.86,0.0,0.0
2023-04-07 02:00:00,0.0,-0.39,1.52,0.0,0.0
2023-04-07 03:00:00,0.0,0.74,1.17,0.0,0.0
2023-04-07 04:00:00,0.0,0.06,1.24,0.0,0.0
2023-04-07 05:00:00,0.0,-1.41,1.52,28.18,28.18
2023-04-07 06:00:00,0.0,-0.17,1.24,55.83,55.83
2023-04-07 07:00:00,0.0,3.64,1.45,77.97,77.97
2023-04-07 08:00:00,0.0,6.03,1.86,90.61,90.61
2023-04-07 09:00:00,113.18,7.91,2.48,75.88,189.06
2023-04-07 10:00:00,301.75,9.27,3.03,100.02,401.77
2023-04-07 11:00:00,462.07,10.08,3.17,126.7,588.77
2023-04-07 12:00:00,589.42,10.57,3.03,142.31,731.73
2023-04-07 13:00:00,613.74,10.81,2.69,168.37,782.11
2023-04-07 14:00:00,668.61,10.77,2.48,153.28,821.89
2023-04-07 15:00:00,606.17,10.52,2.55,139.92,746.09
2023-04-07 16:00:00,419.74,9.9,2.55,118.97,538.71
2023-04-07 17:00:00,197.47,8.71,2.48,39.51,236.98
2023-04-07 18:00:00,0.0,6.67,2.69,0.0,0.0
2023-04-07 19:00:00,0.0,5.66,2.41,0.0,0.0
2023-04-07 20:00:00,0.0,4.51,2.28,0.0,0.0
2023-04-07 21:00:00,0.0,3.67,2.07,0.0,0.0
2023-04-07 22:00:00,0.0,3.1,1.66,0.0,0.0
2023-04-07 23:00:00,0.0,2.6,1.24,0.0,0.0
2023-04-08 00:00:00,0.0,2.81,0.97,0.0,0.0
2023-04-08 01:00:00,0.0,2.8,1.38,0.0,0.0
2023-04-08 02:00:00,0.0,2.89,1.52,0.0,0.0
2023-04-08 03:00:00,0.0,2.94,1.24,0.0,0.0
2023-04-08 04:00:00,0.0,3.03,1.31,0.0,0.0
2023-04-08 05:00:00,0.0,3.12,1.59,6.08,6.08
2023-04-08 06:00:00,0.0,3.24,1.59,29.03,29.03
2023-04-08 07:00:00,0.0,3.49,2.0,49.43,49.43
2023-04-08 08:00:00,0.0,3.92,2.0,96.28,96.28
2023-04-08 09:00:00,0.51,4.72,2.0,126.61,127.12
2023-04-08 10:00:00,5.46,5.39,1.93,135.08,140.54
2023-04-08 11:00:00,10.73,5.91,2.07,164.85,175.58
2023-04-08 12:00:00,12.21,6.44,2.21,126.43,138.64
2023-04-08 13:00:00,8.78,6.53,2.28,134.6,143.38
2023-04-08 14:00:00,30.13,6.81,2.41,103.88,134.01
2023-04-08 15:00:00,75.03,6.91,2.48,83.17,158.2
2023-04-08 16:00:00,147.01,6.95,2.41,59.13,206.14
2023-04-08 17:00:00,75.29,6.95,2.28,15.32,90.61
2023-04-08 18:00:00,0.0,6.33,1.59,0.0,0.0
2023-04-08 19:00:00,0.0,5.52,1.52,0.0,0.0
2023-04-08 20:00:00,0.0,5.15,1.38,0.0,0.0
2023-04-08 21:00:00,0.0,4.62,1.31,0.0,0.0
2023-04-08 22:00:00,0.0,4.52,1.17,0.0,0.0
2023-04-08 23:00:00,0.0,4.54,1.03,0.0,0.0
2023-04-09 00:00:00,0.0,4.62,0.97,0.0,0.0
2023-04-09 01:00:00,0.0,4.61,0.9,0.0,0.0
2023-04-09 02:00:00,0.0,4.59,0.83,0.0,0.0
2023-04-09 03:00:00,0.0,4.16,0.9,0.0,0.0
2023-04-09 04:00:00,0.0,4.28,0.69,0.0,0.0
2023-04-09 05:00:00,0.0,4.3,0.69,23.55,23.55
2023-04-09 06:00:00,0.0,4.76,1.24,67.55,67.55
2023-04-09 07:00:00,0.0,5.1,1.31,127.2,127.2
2023-04-09 08:00:00,0.0,6.32,1.17,121.41,121.41
2023-04-09 09:00:00,32.94,7.85,1.38,213.4,246.34
2023-04-09 10:00:00,80.49,8.63,1.52,254.14,334.63
2023-04-09 11:00:00,136.55,9.42,1.66,280.66,417.21
2023-04-09 12:00:00,262.78,10.22,1.79,249.81,512.59
2023-04-09 13:00:00,246.2,10.85,1.86,219.58,465.78
2023-04-09 14:00:00,122.19,11.08,1.66,214.89,337.08
2023-04-09 15:00:00,101.52,11.16,1.38,157.5,259.02
2023-04-09 16:00:00,64.32,11.04,1.03,78.11,142.43
2023-04-09 17:00:00,132.0,10.66,0.41,33.87,165.87
2023-04-09 18:00:00,0.0,9.5,0.76,0.0,0.0
2023-04-09 19:00:00,0.0,6.72,1.79,0.0,0.0
2023-04-09 20:00:00,0.0,5.52,1.93,0.0,0.0
2023-04-09 21:00:00,0.0,4.39,2.14,0.0,0.0
2023-04-09 22:00:00,0.0,3.63,2.07,0.0,0.0
2023-04-09 23:00:00,0.0,3.13,2.07,0.0,0.0
2023-04-10 00:00:00,0.0,2.74,2.0,0.0,0.0
2023-04-10 01:00:00,0.0,3.05,1.72,0.0,0.0
2023-04-10 02:00:00,0.0,4.8,1.24,0.0,0.0
2023-04-10 03:00:00,0.0,5.26,0.97,0.0,0.0
2023-04-10 04:00:00,0.0,4.44,1.17,0.0,0.0
2023-04-10 05:00:00,0.0,2.65,1.45,36.31,36.31
2023-04-10 06:00:00,0.0,4.15,0.97,77.08,77.08
2023-04-10 07:00:00,0.0,7.25,1.03,85.33,85.33
2023-04-10 08:00:00,0.0,9.99,2.0,107.64,107.64
2023-04-10 09:00:00,103.5,11.38,2.9,115.11,218.61
2023-04-10 10:00:00,228.09,12.45,3.59,182.14,410.23
2023-04-10 11:00:00,320.85,13.27,4.07,233.76,554.61
2023-04-10 12:00:00,483.88,13.89,4.48,205.56,689.44
2023-04-10 13:00:00,535.8,14.47,4.76,211.3,747.1
2023-04-10 14:00:00,442.54,14.73,4.83,231.05,673.59
2023-04-10 15:00:00,258.03,14.66,4.48,195.75,453.78
2023-04-10 16:00:00,130.72,14.2,3.86,118.51,249.23
2023-04-10 17:00:00,51.41,13.27,3.79,32.89,84.3
2023-04-10 18:00:00,0.0,12.04,3.72,0.0,0.0
2023-04-10 19:00:00,0.0,11.48,3.86,0.0,0.0
2023-04-10 20:00:00,0.0,10.87,3.93,0.0,0.0
2023-04-10 21:00:00,0.0,10.25,4.14,0.0,0.0
2023-04-10 22:00:00,0.0,10.25,4.28,0.0,0.0
2023-04-10 23:00:00,0.0,9.67,4.0,0.0,0.0
2023-04-11 00:00:00,0.0,8.27,3.59,0.0,0.0
2023-04-11 01:00:00,0.0,7.52,2.97,0.0,0.0
2023-04-11 02:00:00,0.0,7.6,2.48,0.0,0.0
2023-04-11 03:00:00,0.0,7.53,2.41,0.0,0.0
2023-04-11 04:00:00,0.0,7.41,2.69,0.0,0.0
2023-04-11 05:00:00,0.0,7.47,3.52,17.51,17.51
2023-04-11 06:00:00,0.0,7.42,3.79,79.54,79.54
2023-04-11 07:00:00,0.0,7.35,5.45,92.14,92.14
2023-04-11 08:00:00,0.0,7.95,5.86,115.65,115.65
2023-04-11 09:00:00,103.4,8.86,5.72,105.38,208.78
2023-04-11 10:00:00,168.67,9.76,5.31,224.14,392.81
2023-04-11 11:00:00,264.97,10.14,5.24,217.5,482.47
2023-04-11 12:00:00,373.21,10.36,5.45,225.11,598.32
2023-04-11 13:00:00,530.11,10.61,5.66,204.39,734.5
2023-04-11 14:00:00,541.73,10.87,5.66,187.41,729.14
2023-04-11 15:00:00,418.66,10.65,5.52,178.37,597.03
2023-04-11 16:00:00,236.73,10.04,5.17,119.47,356.2
2023-04-11 17:00:00,77.04,9.14,4.21,34.64,111.68
2023-04-11 18:00:00,0.0,8.2,3.31,0.0,0.0
2023-04-11 19:00:00,0.0,6.92,2.0,0.0,0.0
2023-04-11 20:00:00,0.0,5.32,1.72,0.0,0.0
2023-04-11 21:00:00,0.0,3.91,1.45,0.0,0.0
2023-04-11 22:00:00,0.0,3.75,1.24,0.0,0.0
2023-04-11 23:00:00,0.0,3.22,1.17,0.0,0.0
2023-04-12 00:00:00,0.0,1.96,1.45,0.0,0.0
2023-04-12 01:00:00,0.0,1.58,1.66,0.0,0.0
2023-04-12 02:00:00,0.0,1.88,1.79,0.0,0.0
2023-04-12 03:00:00,0.0,2.38,1.93,0.0,0.0
2023-04-12 04:00:00,0.0,2.88,2.0,0.0,0.0
2023-04-12 05:00:00,0.0,3.33,2.14,48.18,48.18
2023-04-12 06:00:00,0.0,4.99,2.34,74.11,74.11
2023-04-12 07:00:00,0.0,7.0,3.03,154.66,154.66
2023-04-12 08:00:00,0.0,8.01,4.28,219.02,219.02
2023-04-12 09:00:00,61.94,9.01,5.59,189.88,251.82
2023-04-12 10:00:00,10.3,9.84,6.69,142.44,152.74
2023-04-12 11:00:00,0.49,8.97,4.28,153.55,154.04
2023-04-12 12:00:00,0.0,8.64,4.76,95.56,95.56
2023-04-12 13:00:00,0.0,8.5,4.34,64.96,64.96
2023-04-12 14:00:00,0.42,8.61,3.79,78.28,78.7
2023-04-12 15:00:00,2.5,9.16,3.52,60.91,63.41
2023-04-12 16:00:00,15.49,9.51,3.66,31.31,46.8
2023-04-12 17:00:00,26.4,9.52,3.38,11.18,37.58
2023-04-12 18:00:00,0.0,9.27,3.45,0.0,0.0
2023-04-12 19:00:00,0.0,8.98,3.45,0.0,0.0
2023-04-12 20:00:00,0.0,8.65,3.66,0.0,0.0
2023-04-12 21:00:00,0.0,7.52,3.03,0.0,0.0
2023-04-12 22:00:00,0.0,5.95,2.62,0.0,0.0
2023-04-12 23:00:00,0.0,4.99,2.41,0.0,0.0
2023-04-13 00:00:00,0.0,4.27,2.28,0.0,0.0
2023-04-13 01:00:00,0.0,3.53,2.21,0.0,0.0
2023-04-13 02:00:00,0.0,3.14,2.41,0.0,0.0
2023-04-13 03:00:00,0.0,3.09,2.83,0.0,0.0
2023-04-13 04:00:00,0.0,3.22,3.17,0.0,0.0
2023-04-13 05:00:00,0.0,3.71,3.66,46.49,46.49
2023-04-13 06:00:00,0.0,4.71,4.28,62.39,62.39
2023-04-13 07:00:00,0.0,6.4,6.07,88.88,88.88
2023-04-13 08:00:00,0.0,7.83,7.03,169.62,169.62
2023-04-13 09:00:00,12.04,8.55,6.48,231.0,243.04
2023-04-13 10:00:00,47.39,9.19,5.45,255.17,302.56
2023-04-13 11:00:00,153.26,9.95,4.83,215.18,368.44
2023-04-13 12:00:00,305.44,10.32,4.21,171.01,476.45
2023-04-13 13:00:00,495.52,10.87,3.79,178.74,674.26
2023-04-13 14:00:00,322.38,11.23,3.59,181.84,504.22
2023-04-13 15:00:00,434.47,10.57,3.17,168.28,602.75
2023-04-13 16:00:00,260.7,10.24,2.55,103.11,363.81
2023-04-13 17:00:00,183.87,9.7,1.31,44.08,227.95
2023-04-13 18:00:00,0.0,8.77,1.03,0.0,0.0
2023-04-13 19:00:00,0.0,6.63,1.72,0.0,0.0
2023-04-13 20:00:00,0.0,5.34,1.59,0.0,0.0
2023-04-13 21:00:00,0.0,4.69,1.31,0.0,0.0
2023-04-13 22:00:00,0.0,3.65,1.52,0.0,0.0
2023-04-13 23:00:00,0.0,2.94,1.59,0.0,0.0
2023-04-14 00:00:00,0.0,2.4,1.72,0.0,0.0
2023-04-14 01:00:00,0.0,2.3,1.66,0.0,0.0
2023-04-14 02:00:00,0.0,2.02,1.72,0.0,0.0
2023-04-14 03:00:00,0.0,1.81,1.72,0.0,0.0
2023-04-14 04:00:00,0.0,1.43,1.66,6.32,6.32
2023-04-14 05:00:00,0.0,1.32,1.45,53.66,53.66
2023-04-14 06:00:00,0.0,3.5,0.97,106.03,106.03
2023-04-14 07:00:00,0.0,6.63,1.24,162.78,162.78
2023-04-14 08:00:00,0.0,8.2,1.66,198.13,198.13
2023-04-14 09:00:00,35.23,9.37,2.14,247.34,282.57
2023-04-14 10:00:00,121.14,10.22,2.34,254.75,375.89
2023-04-14 11:00:00,244.45,10.89,2.55,263.31,507.76
2023-04-14 12:00:00,209.37,11.39,2.69,287.9,497.27
2023-04-14 13:00:00,165.09,11.49,2.76,291.8,456.89
2023-04-14 14:00:00,123.01,10.91,3.24,216.52,339.53
2023-04-14 15:00:00,135.9,10.43,3.24,177.37,313.27
2023-04-14 16:00:00,95.41,10.06,3.24,104.97,200.38
2023-04-14 17:00:00,43.15,9.49,2.62,29.97,73.12
2023-04-14 18:00:00,0.0,8.4,2.21,0.0,0.0
2023-04-14 19:00:00,0.0,7.42,1.66,0.0,0.0
2023-04-14 20:00:00,0.0,6.75,1.59,0.0,0.0
2023-04-14 21:00:00,0.0,6.28,1.79,0.0,0.0
2023-04-14 22:00:00,0.0,5.95,1.86,0.0,0.0
2023-04-14 23:00:00,0.0,5.66,1.93,0.0,0.0
2023-04-15 00:00:00,0.0,5.48,2.07,0.0,0.0
2023-04-15 01:00:00,0.0,4.9,2.28,0.0,0.0
2023-04-15 02:00:00,0.0,4.81,2.48,0.0,0.0
2023-04-15 03:00:00,0.0,4.76,2.62,0.0,0.0
2023-04-15 04:00:00,0.0,4.69,2.9,1.25,1.25
2023-04-15 05:00:00,0.0,4.75,3.31,10.47,10.47
2023-04-15 06:00:00,0.0,4.87,4.28,19.48,19.48
2023-04-15 07:00:00,0.0,4.72,3.59,28.02,28.02
2023-04-15 08:00:00,0.0,5.01,3.66,31.6,31.6
2023-04-15 09:00:00,0.0,5.24,3.52,58.48,58.48
2023-04-15 10:00:00,0.0,5.63,3.66,62.14,62.14
2023-04-15 11:00:00,0.0,6.07,3.31,50.4,50.4
2023-04-15 12:00:00,0.0,6.37,3.24,44.89,44.89
2023-04-15 13:00:00,0.0,6.67,2.76,38.06,38.06
2023-04-15 14:00:00,0.0,7.04,3.17,32.68,32.68
2023-04-15 15:00:00,0.0,7.54,2.76,26.24,26.24
2023-04-15 16:00:00,0.0,7.89,2.48,12.97,12.97
2023-04-15 17:00:00,0.0,8.05,1.86,5.24,5.24
2023-04-15 18:00:00,0.0,8.06,1.72,0.0,0.0
2023-04-15 19:00:00,0.0,7.93,1.86,0.0,0.0
2023-04-15 20:00:00,0.0,7.83,1.86,0.0,0.0
2023-04-15 21:00:00,0.0,7.76,1.93,0.0,0.0
2023-04-15 22:00:00,0.0,7.69,2.0,0.0,0.0
2023-04-15 23:00:00,0.0,7.62,2.14,0.0,0.0
2023-04-16 00:00:00,0.0,7.55,2.14,0.0,0.0
2023-04-16 01:00:00,0.0,7.63,2.14,0.0,0.0
2023-04-16 02:00:00,0.0,7.52,2.21,0.0,0.0
2023-04-16 03:00:00,0.0,7.41,2.21,0.0,0.0
2023-04-16 04:00:00,0.0,7.26,2.21,1.85,1.85
2023-04-16 05:00:00,0.0,7.13,1.93,18.19,18.19
2023-04-16 06:00:00,0.0,7.18,2.0,16.99,16.99
2023-04-16 07:00:00,0.0,7.06,2.0,21.1,21.1
2023-04-16 08:00:00,0.0,6.98,1.86,32.97,32.97
2023-04-16 09:00:00,0.0,7.0,1.93,52.66,52.66
2023-04-16 10:00:00,0.36,7.03,2.28,74.81,75.17
2023-04-16 11:00:00,1.1,7.16,2.9,107.93,109.03
2023-04-16 12:00:00,8.43,7.73,2.9,109.75,118.18
2023-04-16 13:00:00,26.66,8.04,2.97,110.9,137.56
2023-04-16 14:00:00,12.61,8.43,3.03,66.58,79.19
2023-04-16 15:00:00,0.0,8.43,3.03,83.05,83.05
2023-04-16 16:00:00,6.44,8.84,2.76,53.01,59.45
2023-04-16 17:00:00,6.34,8.82,2.48,14.9,21.24
2023-04-16 18:00:00,0.0,8.48,2.07,0.0,0.0
2023-04-16 19:00:00,0.0,7.87,2.07,0.0,0.0
2023-04-16 20:00:00,0.0,7.54,2.0,0.0,0.0
2023-04-16 21:00:00,0.0,7.32,1.93,0.0,0.0
2023-04-16 22:00:00,0.0,7.2,1.86,0.0,0.0
2023-04-16 23:00:00,0.0,7.07,1.93,0.0,0.0
2023-04-17 00:00:00,0.0,6.88,2.0,0.0,0.0
2023-04-17 01:00:00,0.0,6.81,1.93,0.0,0.0
2023-04-17 02:00:00,0.0,6.46,1.79,0.0,0.0
2023-04-17 03:00:00,0.0,5.98,1.79,0.0,0.0
2023-04-17 04:00:00,0.0,5.62,1.86,2.62,2.62
2023-04-17 05:00:00,0.0,5.38,1.72,23.46,23.46
2023-04-17 06:00:00,0.0,5.61,2.14,70.68,70.68
2023-04-17 07:00:00,0.0,6.52,3.03,99.26,99.26
2023-04-17 08:00:00,0.0,7.77,3.66,147.21,147.21
2023-04-17 09:00:00,102.02,8.74,3.93,123.92,225.94
2023-04-17 10:00:00,216.57,9.93,3.72,170.0,386.57
2023-04-17 11:00:00,391.62,10.89,3.72,167.79,559.41
2023-04-17 12:00:00,396.1,11.67,4.21,241.47,637.57
2023-04-17 13:00:00,532.15,12.08,4.28,214.03,746.18
2023-04-17 14:00:00,477.82,12.39,4.34,220.52,698.34
2023-04-17 15:00:00,394.76,12.2,4.28,199.6,594.36
2023-04-17 16:00:00,263.44,11.63,4.07,139.12,402.56
2023-04-17 17:00:00,128.32,10.8,3.45,58.63,186.95
2023-04-17 18:00:00,0.0,9.52,3.24,0.0,0.0
2023-04-17 19:00:00,0.0,7.92,3.38,0.0,0.0
2023-04-17 20:00:00,0.0,7.01,3.1,0.0,0.0
2023-04-17 21:00:00,0.0,6.58,2.97,0.0,0.0
2023-04-17 22:00:00,0.0,6.32,2.9,0.0,0.0
2023-04-17 23:00:00,0.0,6.11,2.76,0.0,0.0
2023-04-18 00:00:00,0.0,5.87,2.62,0.0,0.0
2023-04-18 01:00:00,0.0,5.58,2.62,0.0,0.0
2023-04-18 02:00:00,0.0,5.44,2.83,0.0,0.0
2023-04-18 03:00:00,0.0,5.38,3.03,0.0,0.0
2023-04-18 04:00:00,0.0,5.41,3.59,1.61,1.61
2023-04-18 05:00:00,0.0,5.45,3.31,21.53,21.53
2023-04-18 06:00:00,0.0,5.6,3.17,68.63,68.63
2023-04-18 07:00:00,0.0,5.85,3.59,124.39,124.39
2023-04-18 08:00:00,0.0,6.64,3.66,156.46,156.46
2023-04-18 09:00:00,24.64,7.45,4.0,206.47,231.11
2023-04-18 10:00:00,16.78,8.4,4.28,251.33,268.11
2023-04-18 11:00:00,43.27,9.02,4.34,243.22,286.49
2023-04-18 12:00:00,13.66,9.64,4.34,195.84,209.5
2023-04-18 13:00:00,94.02,9.91,4.41,178.42,272.44
2023-04-18 14:00:00,18.43,10.39,4.9,106.01,124.44
2023-04-18 15:00:00,0.76,10.24,4.9,47.25,48.01
2023-04-18 16:00:00,0.48,9.91,4.48,24.42,24.9
2023-04-18 17:00:00,2.78,9.68,3.52,8.82,11.6
2023-04-18 18:00:00,0.0,9.44,3.38,0.0,0.0
2023-04-18 19:00:00,0.0,8.84,3.59,0.0,0.0
2023-04-18 20:00:00,0.0,8.77,4.0,0.0,0.0
2023-04-18 21:00:00,0.0,8.57,4.07,0.0,0.0
2023-04-18 22:00:00,0.0,8.18,3.79,0.0,0.0
2023-04-18 23:00:00,0.0,7.69,3.52,0.0,0.0
2023-04-19 00:00:00,0.0,7.13,3.17,0.0,0.0
2023-04-19 01:00:00,0.0,6.74,3.03,0.0,0.0
2023-04-19 02:00:00,0.0,6.18,3.24,0.0,0.0
2023-04-19 03:00:00,0.0,5.43,3.24,0.0,0.0
2023-04-19 04:00:00,0.0,4.7,3.03,9.82,9.82
2023-04-19 05:00:00,0.0,3.81,2.97,54.1,54.1
2023-04-19 06:00:00,0.0,3.78,3.17,66.74,66.74
2023-04-19 07:00:00,0.0,4.82,4.34,75.92,75.92
2023-04-19 08:00:00,0.0,6.06,4.55,83.92,83.92
2023-04-19 09:00:00,160.95,7.52,4.55,81.63,242.58
2023-04-19 10:00:00,334.07,8.81,4.83,115.69,449.76
2023-04-19 11:00:00,401.04,9.77,5.52,188.91,589.95
2023-04-19 12:00:00,459.78,10.01,5.79,208.67,668.45
2023-04-19 13:00:00,506.89,10.02,5.79,212.11,719.0
2023-04-19 14:00:00,501.65,10.08,5.79,210.07,711.72
2023-04-19 15:00:00,187.13,9.89,5.72,180.31,367.44
2023-04-19 16:00:00,207.81,9.14,5.24,142.4,350.21
2023-04-19 17:00:00,98.7,8.2,4.83,62.88,161.58
2023-04-19 18:00:00,0.0,6.45,4.83,0.0,0.0
2023-04-19 19:00:00,0.0,6.7,4.21,0.0,0.0
2023-04-19 20:00:00,0.0,5.52,4.07,0.0,0.0
2023-04-19 21:00:00,0.0,4.34,3.66,0.0,0.0
2023-04-19 22:00:00,0.0,3.31,2.97,0.0,0.0
2023-04-19 23:00:00,0.0,2.63,2.07,0.0,0.0
2023-04-20 00:00:00,0.0,2.3,2.0,0.0,0.0
2023-04-20 01:00:00,0.0,2.26,2.21,0.0,0.0
2023-04-20 02:00:00,0.0,2.32,2.07,0.0,0.0
2023-04-20 03:00:00,0.0,2.49,2.0,0.0,0.0
2023-04-20 04:00:00,0.0,2.7,2.62,4.07,4.07
2023-04-20 05:00:00,0.0,2.88,3.31,30.11,30.11
2023-04-20 06:00:00,0.0,3.14,3.79,61.55,61.55
2023-04-20 07:00:00,0.0,3.76,3.79,118.02,118.02
2023-04-20 08:00:00,0.0,4.61,3.86,157.55,157.55
2023-04-20 09:00:00,10.44,6.0,4.41,249.87,260.31
2023-04-20 10:00:00,66.2,6.68,4.14,309.45,375.65
2023-04-20 11:00:00,63.07,7.94,4.76,269.49,332.56
2023-04-20 12:00:00,80.13,8.54,5.24,275.44,355.57
2023-04-20 13:00:00,127.67,9.0,5.38,236.59,364.26
2023-04-20 14:00:00,26.45,9.3,5.59,141.94,168.39
2023-04-20 15:00:00,0.32,9.18,5.66,61.6,61.92
2023-04-20 16:00:00,0.31,9.07,4.9,32.79,33.1
2023-04-20 17:00:00,5.2,9.01,4.48,16.06,21.26
2023-04-20 18:00:00,0.0,9.07,4.34,0.0,0.0
2023-04-20 19:00:00,0.0,8.33,3.86,0.0,0.0
2023-04-20 20:00:00,0.0,8.58,4.0,0.0,0.0
2023-04-20 21:00:00,0.0,8.54,4.28,0.0,0.0
2023-04-20 22:00:00,0.0,8.73,4.55,0.0,0.0
2023-04-20 23:00:00,0.0,8.57,4.48,0.0,0.0
2023-04-21 00:00:00,0.0,8.04,4.28,0.0,0.0
2023-04-21 01:00:00,0.0,7.73,4.07,0.0,0.0
2023-04-21 02:00:00,0.0,7.41,3.86,0.0,0.0
2023-04-21 03:00:00,0.0,7.15,3.72,0.0,0.0
2023-04-21 04:00:00,0.0,6.9,3.66,10.67,10.67
2023-04-21 05:00:00,0.0,6.93,3.72,43.19,43.19
2023-04-21 06:00:00,0.0,8.03,3.38,64.61,64.61
2023-04-21 07:00:00,0.0,10.25,3.86,77.81,77.81
2023-04-21 08:00:00,0.0,12.04,4.28,85.29,85.29
2023-04-21 09:00:00,157.03,13.69,4.55,87.22,244.25
2023-04-21 10:00:00,292.13,15.1,5.31,129.68,421.81
2023-04-21 11:00:00,417.89,16.02,6.0,135.7,553.59
2023-04-21 12:00:00,447.66,16.45,5.86,168.19,615.85
2023-04-21 13:00:00,529.33,16.57,5.66,176.77,706.1
2023-04-21 14:00:00,566.62,16.97,5.52,162.8,729.42
2023-04-21 15:00:00,514.1,17.05,5.24,142.12,656.22
2023-04-21 16:00:00,406.91,16.73,4.48,107.98,514.89
2023-04-21 17:00:00,222.62,15.79,4.21,70.16,292.78
2023-04-21 18:00:00,0.0,14.39,3.79,0.0,0.0
2023-04-21 19:00:00,0.0,13.7,4.07,0.0,0.0
2023-04-21 20:00:00,0.0,12.71,3.72,0.0,0.0
2023-04-21 21:00:00,0.0,11.74,3.38,0.0,0.0
2023-04-21 22:00:00,0.0,10.87,3.1,0.0,0.0
2023-04-21 23:00:00,0.0,10.11,2.97,0.0,0.0
2023-04-22 00:00:00,0.0,9.39,2.76,0.0,0.0
2023-04-22 01:00:00,0.0,8.74,2.55,0.0,0.0
2023-04-22 02:00:00,0.0,7.92,2.34,0.0,0.0
2023-04-22 03:00:00,0.0,6.99,2.14,0.0,0.0
2023-04-22 04:00:00,0.0,6.0,1.86,11.72,11.72
2023-04-22 05:00:00,0.0,6.08,1.52,49.55,49.55
2023-04-22 06:00:00,0.0,8.55,1.17,65.69,65.69
2023-04-22 07:00:00,0.0,12.78,1.72,78.09,78.09
2023-04-22 08:00:00,0.0,14.71,2.21,90.0,90.0
2023-04-22 09:00:00,150.93,16.47,2.48,104.72,255.65
2023-04-22 10:00:00,325.18,17.96,2.97,123.46,448.64
2023-04-22 11:00:00,423.12,19.08,3.38,178.87,601.99
2023-04-22 12:00:00,461.07,19.64,3.66,187.94,649.01
2023-04-22 13:00:00,473.43,19.86,3.79,213.84,687.27
2023-04-22 14:00:00,457.39,19.96,3.66,207.72,665.11
2023-04-22 15:00:00,505.72,19.83,3.38,158.39,664.11
2023-04-22 16:00:00,254.66,19.48,2.83,96.4,351.06
2023-04-22 17:00:00,109.31,18.15,2.0,51.0,160.31
2023-04-22 18:00:00,0.0,16.69,2.07,0.0,0.0
2023-04-22 19:00:00,0.0,14.64,2.0,0.0,0.0
2023-04-22 20:00:00,0.0,13.45,1.66,0.0,0.0
