,temp_air,ghi,dni,dhi,wind_speed
2023-01-01 00:00:00,0.0,13.46,6.76,0.0,0.0
2023-01-01 01:00:00,0.0,13.48,6.55,0.0,0.0
2023-01-01 02:00:00,0.0,13.43,6.34,0.0,0.0
2023-01-01 03:00:00,0.0,13.12,6.21,0.0,0.0
2023-01-01 04:00:00,0.0,12.74,6.41,0.0,0.0
2023-01-01 05:00:00,0.0,12.49,6.55,0.0,0.0
2023-01-01 06:00:00,0.0,12.25,6.41,0.0,0.0
2023-01-01 07:00:00,0.0,11.89,5.93,4.59,4.59
2023-01-01 08:00:00,0.0,11.72,5.86,31.64,31.64
2023-01-01 09:00:00,0.0,12.16,5.79,59.62,59.62
2023-01-01 10:00:00,2.75,12.62,5.66,80.56,83.31
2023-01-01 11:00:00,7.9,12.83,5.59,56.9,64.8
2023-01-01 12:00:00,33.05,12.46,5.31,93.97,127.02
2023-01-01 13:00:00,33.77,12.59,5.24,73.67,107.44
2023-01-01 14:00:00,20.03,12.38,4.83,30.72,50.75
2023-01-01 15:00:00,0.0,11.76,4.28,0.0,0.0
2023-01-01 16:00:00,0.0,11.07,3.66,0.0,0.0
2023-01-01 17:00:00,0.0,10.57,3.03,0.0,0.0
2023-01-01 18:00:00,0.0,10.47,2.62,0.0,0.0
2023-01-01 19:00:00,0.0,10.71,2.41,0.0,0.0
2023-01-01 20:00:00,0.0,10.07,2.28,0.0,0.0
2023-01-01 21:00:00,0.0,9.26,2.28,0.0,0.0
2023-01-01 22:00:00,0.0,9.37,2.62,0.0,0.0
2023-01-01 23:00:00,0.0,10.16,3.38,0.0,0.0
2023-01-02 00:00:00,0.0,11.01,4.14,0.0,0.0
2023-01-02 01:00:00,0.0,11.53,4.34,0.0,0.0
2023-01-02 02:00:00,0.0,11.62,3.93,0.0,0.0
2023-01-02 03:00:00,0.0,11.4,4.21,0.0,0.0
2023-01-02 04:00:00,0.0,11.19,4.28,0.0,0.0
2023-01-02 05:00:00,0.0,10.9,4.0,0.0,0.0
2023-01-02 06:00:00,0.0,10.76,4.21,0.0,0.0
2023-01-02 07:00:00,0.0,11.8,4.69,4.15,4.15
2023-01-02 08:00:00,0.0,11.42,4.34,29.35,29.35
2023-01-02 09:00:00,0.0,11.67,4.76,49.02,49.02
2023-01-02 10:00:00,8.77,12.0,5.45,76.0,84.77
2023-01-02 11:00:00,15.66,11.59,5.59,79.8,95.46
2023-01-02 12:00:00,53.46,11.36,5.52,91.1,144.56
2023-01-02 13:00:00,45.6,11.56,5.38,76.13,121.73
2023-01-02 14:00:00,70.51,11.21,4.9,33.26,103.77
2023-01-02 15:00:00,0.0,10.39,4.41,0.0,0.0
2023-01-02 16:00:00,0.0,9.73,4.07,0.0,0.0
2023-01-02 17:00:00,0.0,9.31,3.72,0.0,0.0
2023-01-02 18:00:00,0.0,8.85,3.59,0.0,0.0
2023-01-02 19:00:00,0.0,8.62,3.59,0.0,0.0
2023-01-02 20:00:00,0.0,8.38,3.79,0.0,0.0
2023-01-02 21:00:00,0.0,8.0,3.93,0.0,0.0
2023-01-02 22:00:00,0.0,7.5,3.86,0.0,0.0
2023-01-02 23:00:00,0.0,6.88,3.86,0.0,0.0
2023-01-03 00:00:00,0.0,6.58,3.72,0.0,0.0
2023-01-03 01:00:00,0.0,6.51,3.66,0.0,0.0
2023-01-03 02:00:00,0.0,6.49,3.38,0.0,0.0
2023-01-03 03:00:00,0.0,6.32,3.24,0.0,0.0
2023-01-03 04:00:00,0.0,6.21,3.17,0.0,0.0
2023-01-03 05:00:00,0.0,6.09,3.03,0.0,0.0
2023-01-03 06:00:00,0.0,5.96,2.97,0.0,0.0
2023-01-03 07:00:00,0.0,5.71,3.1,2.66,2.66
2023-01-03 08:00:00,0.0,5.63,3.1,29.83,29.83
2023-01-03 09:00:00,0.0,5.79,3.31,53.54,53.54
2023-01-03 10:00:00,12.96,6.08,3.52,55.84,68.8
2023-01-03 11:00:00,67.58,6.26,3.86,81.59,149.17
2023-01-03 12:00:00,48.97,6.78,3.86,93.17,142.14
2023-01-03 13:00:00,48.41,7.21,3.59,72.38,120.79
2023-01-03 14:00:00,35.97,7.3,2.76,30.74,66.71
2023-01-03 15:00:00,0.0,6.85,2.69,0.0,0.0
2023-01-03 16:00:00,0.0,6.29,2.76,0.0,0.0
2023-01-03 17:00:00,0.0,6.24,3.03,0.0,0.0
2023-01-03 18:00:00,0.0,6.28,3.31,0.0,0.0
2023-01-03 19:00:00,0.0,5.38,3.1,0.0,0.0
2023-01-03 20:00:00,0.0,4.87,3.03,0.0,0.0
2023-01-03 21:00:00,0.0,4.66,3.17,0.0,0.0
2023-01-03 22:00:00,0.0,4.82,3.45,0.0,0.0
2023-01-03 23:00:00,0.0,4.85,3.86,0.0,0.0
2023-01-04 00:00:00,0.0,5.05,4.14,0.0,0.0
2023-01-04 01:00:00,0.0,4.93,4.34,0.0,0.0
2023-01-04 02:00:00,0.0,5.28,4.83,0.0,0.0
2023-01-04 03:00:00,0.0,5.43,5.1,0.0,0.0
2023-01-04 04:00:00,0.0,5.43,5.31,0.0,0.0
2023-01-04 05:00:00,0.0,5.52,5.52,0.0,0.0
2023-01-04 06:00:00,0.0,5.78,5.93,0.0,0.0
2023-01-04 07:00:00,0.0,5.57,6.34,1.37,1.37
2023-01-04 08:00:00,0.0,5.73,6.69,13.09,13.09
2023-01-04 09:00:00,0.0,6.19,7.03,20.09,20.09
2023-01-04 10:00:00,0.01,6.78,7.03,35.5,35.51
2023-01-04 11:00:00,0.0,7.48,7.24,27.35,27.35
2023-01-04 12:00:00,1.86,7.73,7.1,36.81,38.67
2023-01-04 13:00:00,0.65,8.19,6.97,12.78,13.43
2023-01-04 14:00:00,0.0,8.46,7.03,4.89,4.89
2023-01-04 15:00:00,0.0,8.8,7.24,0.0,0.0
2023-01-04 16:00:00,0.0,9.07,7.03,0.0,0.0
2023-01-04 17:00:00,0.0,9.27,6.9,0.0,0.0
2023-01-04 18:00:00,0.0,9.41,6.76,0.0,0.0
2023-01-04 19:00:00,0.0,9.3,6.69,0.0,0.0
2023-01-04 20:00:00,0.0,9.49,7.24,0.0,0.0
2023-01-04 21:00:00,0.0,9.34,7.59,0.0,0.0
2023-01-04 22:00:00,0.0,8.78,7.17,0.0,0.0
2023-01-04 23:00:00,0.0,8.56,7.38,0.0,0.0
2023-01-05 00:00:00,0.0,8.41,7.1,0.0,0.0
2023-01-05 01:00:00,0.0,8.56,7.1,0.0,0.0
2023-01-05 02:00:00,0.0,8.23,6.69,0.0,0.0
2023-01-05 03:00:00,0.0,8.11,6.41,0.0,0.0
2023-01-05 04:00:00,0.0,8.17,6.76,0.0,0.0
2023-01-05 05:00:00,0.0,8.25,6.97,0.0,0.0
2023-01-05 06:00:00,0.0,8.08,6.69,0.0,0.0
2023-01-05 07:00:00,0.0,8.01,6.69,2.7,2.7
2023-01-05 08:00:00,0.0,7.86,6.69,22.9,22.9
2023-01-05 09:00:00,0.0,7.97,6.69,44.72,44.72
2023-01-05 10:00:00,1.39,8.35,5.79,46.33,47.72
2023-01-05 11:00:00,17.65,8.61,5.52,63.56,81.21
2023-01-05 12:00:00,72.3,8.84,5.38,78.24,150.54
2023-01-05 13:00:00,82.75,8.75,5.45,50.2,132.95
2023-01-05 14:00:00,61.58,8.38,5.03,25.18,86.76
2023-01-05 15:00:00,0.0,8.1,4.41,0.0,0.0
2023-01-05 16:00:00,0.0,7.72,4.07,0.0,0.0
2023-01-05 17:00:00,0.0,7.64,3.86,0.0,0.0
2023-01-05 18:00:00,0.0,7.55,3.66,0.0,0.0
2023-01-05 19:00:00,0.0,7.54,3.59,0.0,0.0
2023-01-05 20:00:00,0.0,7.47,3.31,0.0,0.0
2023-01-05 21:00:00,0.0,7.5,2.83,0.0,0.0
2023-01-05 22:00:00,0.0,7.5,2.28,0.0,0.0
2023-01-05 23:00:00,0.0,7.45,1.86,0.0,0.0
2023-01-06 00:00:00,0.0,7.44,1.93,0.0,0.0
2023-01-06 01:00:00,0.0,7.49,2.0,0.0,0.0
2023-01-06 02:00:00,0.0,7.6,2.07,0.0,0.0
2023-01-06 03:00:00,0.0,7.83,2.07,0.0,0.0
2023-01-06 04:00:00,0.0,8.04,2.21,0.0,0.0
2023-01-06 05:00:00,0.0,8.23,2.14,0.0,0.0
2023-01-06 06:00:00,0.0,8.29,1.93,0.0,0.0
2023-01-06 07:00:00,0.0,8.64,2.62,1.16,1.16
2023-01-06 08:00:00,0.0,8.85,3.45,7.8,7.8
2023-01-06 09:00:00,0.0,9.09,4.55,32.85,32.85
2023-01-06 10:00:00,0.32,9.17,4.9,64.13,64.45
2023-01-06 11:00:00,8.12,9.3,5.17,43.76,51.88
2023-01-06 12:00:00,3.0,9.25,5.17,31.32,34.32
2023-01-06 13:00:00,0.63,9.18,4.97,27.98,28.61
2023-01-06 14:00:00,6.38,9.3,4.97,14.89,21.27
2023-01-06 15:00:00,0.0,9.11,4.62,0.0,0.0
2023-01-06 16:00:00,0.0,8.84,3.93,0.0,0.0
2023-01-06 17:00:00,0.0,8.36,3.38,0.0,0.0
2023-01-06 18:00:00,0.0,8.17,3.31,0.0,0.0
2023-01-06 19:00:00,0.0,8.4,3.45,0.0,0.0
2023-01-06 20:00:00,0.0,8.28,3.24,0.0,0.0
2023-01-06 21:00:00,0.0,8.19,3.03,0.0,0.0
2023-01-06 22:00:00,0.0,8.11,3.03,0.0,0.0
2023-01-06 23:00:00,0.0,8.16,3.1,0.0,0.0
2023-01-07 00:00:00,0.0,8.24,3.24,0.0,0.0
2023-01-07 01:00:00,0.0,7.84,2.9,0.0,0.0
2023-01-07 02:00:00,0.0,7.95,2.76,0.0,0.0
2023-01-07 03:00:00,0.0,7.75,2.9,0.0,0.0
2023-01-07 04:00:00,0.0,7.65,3.03,0.0,0.0
2023-01-07 05:00:00,0.0,7.56,2.9,0.0,0.0
2023-01-07 06:00:00,0.0,7.44,2.76,0.0,0.0
2023-01-07 07:00:00,0.0,7.03,2.62,5.35,5.35
2023-01-07 08:00:00,0.0,6.8,2.34,39.01,39.01
2023-01-07 09:00:00,0.0,7.25,2.21,55.19,55.19
2023-01-07 10:00:00,7.62,8.14,3.17,87.96,95.58
2023-01-07 11:00:00,63.56,8.72,3.66,85.41,148.97
2023-01-07 12:00:00,89.68,9.3,4.0,81.58,171.26
2023-01-07 13:00:00,112.51,9.39,3.72,52.92,165.43
2023-01-07 14:00:00,49.21,9.17,3.24,28.43,77.64
2023-01-07 15:00:00,0.0,8.45,2.97,0.0,0.0
2023-01-07 16:00:00,0.0,7.2,2.76,0.0,0.0
2023-01-07 17:00:00,0.0,6.49,2.9,0.0,0.0
2023-01-07 18:00:00,0.0,5.95,2.9,0.0,0.0
2023-01-07 19:00:00,0.0,6.88,3.79,0.0,0.0
2023-01-07 20:00:00,0.0,6.85,3.79,0.0,0.0
2023-01-07 21:00:00,0.0,6.38,3.59,0.0,0.0
2023-01-07 22:00:00,0.0,6.27,3.52,0.0,0.0
2023-01-07 23:00:00,0.0,6.51,3.59,0.0,0.0
2023-01-08 00:00:00,0.0,6.48,3.52,0.0,0.0
2023-01-08 01:00:00,0.0,6.55,3.45,0.0,0.0
2023-01-08 02:00:00,0.0,6.29,3.17,0.0,0.0
2023-01-08 03:00:00,0.0,6.14,2.9,0.0,0.0
2023-01-08 04:00:00,0.0,6.0,2.83,0.0,0.0
2023-01-08 05:00:00,0.0,5.96,2.97,0.0,0.0
2023-01-08 06:00:00,0.0,6.04,3.31,0.0,0.0
2023-01-08 07:00:00,0.0,6.6,3.03,1.57,1.57
2023-01-08 08:00:00,0.0,6.82,3.24,7.57,7.57
2023-01-08 09:00:00,0.0,7.14,3.59,15.54,15.54
2023-01-08 10:00:00,0.04,7.43,3.59,53.08,53.12
2023-01-08 11:00:00,0.97,7.97,3.79,51.84,52.81
2023-01-08 12:00:00,3.75,8.26,3.59,47.88,51.63
2023-01-08 13:00:00,0.5,8.45,3.93,35.3,35.8
2023-01-08 14:00:00,7.72,8.38,3.72,21.34,29.06
2023-01-08 15:00:00,0.0,8.27,3.66,0.0,0.0
2023-01-08 16:00:00,0.0,7.73,3.66,0.0,0.0
2023-01-08 17:00:00,0.0,7.37,3.79,0.0,0.0
2023-01-08 18:00:00,0.0,7.11,3.38,0.0,0.0
2023-01-08 19:00:00,0.0,6.68,3.31,0.0,0.0
2023-01-08 20:00:00,0.0,6.39,3.1,0.0,0.0
2023-01-08 21:00:00,0.0,6.09,2.9,0.0,0.0
2023-01-08 22:00:00,0.0,5.67,2.55,0.0,0.0
2023-01-08 23:00:00,0.0,4.95,2.07,0.0,0.0
2023-01-09 00:00:00,0.0,4.11,2.21,0.0,0.0
2023-01-09 01:00:00,0.0,4.41,2.55,0.0,0.0
2023-01-09 02:00:00,0.0,4.83,3.1,0.0,0.0
2023-01-09 03:00:00,0.0,5.01,3.45,0.0,0.0
2023-01-09 04:00:00,0.0,5.22,3.93,0.0,0.0
2023-01-09 05:00:00,0.0,5.06,3.79,0.0,0.0
2023-01-09 06:00:00,0.0,5.12,3.66,0.0,0.0
2023-01-09 07:00:00,0.0,6.16,4.07,3.1,3.1
2023-01-09 08:00:00,0.0,5.96,4.21,29.03,29.03
2023-01-09 09:00:00,0.0,5.74,4.28,65.77,65.77
2023-01-09 10:00:00,6.54,5.83,3.86,83.79,90.33
2023-01-09 11:00:00,34.56,6.16,5.17,94.26,128.82
2023-01-09 12:00:00,84.04,6.4,5.66,80.11,164.15
2023-01-09 13:00:00,91.49,6.67,4.83,74.41,165.9
2023-01-09 14:00:00,70.94,6.72,3.66,34.02,104.96
2023-01-09 15:00:00,0.0,6.18,3.24,0.0,0.0
2023-01-09 16:00:00,0.0,5.72,3.59,0.0,0.0
2023-01-09 17:00:00,0.0,5.4,3.86,0.0,0.0
2023-01-09 18:00:00,0.0,5.25,4.07,0.0,0.0
2023-01-09 19:00:00,0.0,5.5,4.14,0.0,0.0
2023-01-09 20:00:00,0.0,5.41,3.93,0.0,0.0
2023-01-09 21:00:00,0.0,5.05,3.72,0.0,0.0
2023-01-09 22:00:00,0.0,4.57,3.66,0.0,0.0
2023-01-09 23:00:00,0.0,4.35,3.66,0.0,0.0
2023-01-10 00:00:00,0.0,4.24,3.72,0.0,0.0
2023-01-10 01:00:00,0.0,4.19,3.66,0.0,0.0
2023-01-10 02:00:00,0.0,4.19,3.72,0.0,0.0
2023-01-10 03:00:00,0.0,4.2,3.93,0.0,0.0
2023-01-10 04:00:00,0.0,4.36,4.0,0.0,0.0
2023-01-10 05:00:00,0.0,4.35,3.93,0.0,0.0
2023-01-10 06:00:00,0.0,4.3,3.79,0.0,0.0
2023-01-10 07:00:00,0.0,4.33,3.72,3.22,3.22
2023-01-10 08:00:00,0.0,4.4,3.45,29.74,29.74
2023-01-10 09:00:00,0.0,4.63,3.66,58.21,58.21
2023-01-10 10:00:00,13.08,4.93,4.41,63.36,76.44
2023-01-10 11:00:00,51.21,5.32,4.9,83.32,134.53
2023-01-10 12:00:00,51.1,5.53,4.55,75.92,127.02
2023-01-10 13:00:00,82.81,5.52,3.59,72.13,154.94
2023-01-10 14:00:00,107.93,5.59,3.79,48.24,156.17
2023-01-10 15:00:00,0.0,5.0,3.59,0.0,0.0
2023-01-10 16:00:00,0.0,4.22,3.72,0.0,0.0
2023-01-10 17:00:00,0.0,3.95,3.86,0.0,0.0
2023-01-10 18:00:00,0.0,3.75,4.0,0.0,0.0
2023-01-10 19:00:00,0.0,3.84,4.14,0.0,0.0
2023-01-10 20:00:00,0.0,3.91,4.48,0.0,0.0
2023-01-10 21:00:00,0.0,4.08,4.76,0.0,0.0
2023-01-10 22:00:00,0.0,4.07,5.1,0.0,0.0
2023-01-10 23:00:00,0.0,4.02,5.17,0.0,0.0
2023-01-11 00:00:00,0.0,4.05,5.17,0.0,0.0
2023-01-11 01:00:00,0.0,3.98,5.1,0.0,0.0
2023-01-11 02:00:00,0.0,4.29,4.97,0.0,0.0
2023-01-11 03:00:00,0.0,4.75,4.9,0.0,0.0
2023-01-11 04:00:00,0.0,5.25,4.9,0.0,0.0
2023-01-11 05:00:00,0.0,5.76,4.76,0.0,0.0
2023-01-11 06:00:00,0.0,6.34,4.97,0.0,0.0
2023-01-11 07:00:00,0.0,6.16,4.9,1.25,1.25
2023-01-11 08:00:00,0.0,6.67,4.9,7.52,7.52
2023-01-11 09:00:00,0.0,7.08,4.76,15.94,15.94
2023-01-11 10:00:00,0.0,7.46,4.69,17.28,17.28
2023-01-11 11:00:00,0.0,7.8,4.69,17.11,17.11
2023-01-11 12:00:00,0.0,8.01,4.62,14.82,14.82
2023-01-11 13:00:00,0.0,8.08,4.34,12.66,12.66
2023-01-11 14:00:00,0.77,8.1,4.28,9.72,10.49
2023-01-11 15:00:00,0.0,7.85,4.0,0.0,0.0
2023-01-11 16:00:00,0.0,7.23,4.07,0.0,0.0
2023-01-11 17:00:00,0.0,6.41,3.93,0.0,0.0
2023-01-11 18:00:00,0.0,5.86,3.79,0.0,0.0
2023-01-11 19:00:00,0.0,5.94,4.14,0.0,0.0
2023-01-11 20:00:00,0.0,5.63,4.41,0.0,0.0
2023-01-11 21:00:00,0.0,5.29,4.48,0.0,0.0
2023-01-11 22:00:00,0.0,5.16,4.69,0.0,0.0
2023-01-11 23:00:00,0.0,4.81,4.97,0.0,0.0
2023-01-12 00:00:00,0.0,4.73,5.45,0.0,0.0
2023-01-12 01:00:00,0.0,5.01,5.93,0.0,0.0
2023-01-12 02:00:00,0.0,5.46,6.28,0.0,0.0
2023-01-12 03:00:00,0.0,5.55,6.14,0.0,0.0
2023-01-12 04:00:00,0.0,5.9,6.0,0.0,0.0
2023-01-12 05:00:00,0.0,6.06,6.14,0.0,0.0
2023-01-12 06:00:00,0.0,6.24,6.28,0.0,0.0
2023-01-12 07:00:00,0.0,6.71,6.48,3.02,3.02
2023-01-12 08:00:00,0.0,6.74,6.83,18.92,18.92
2023-01-12 09:00:00,0.0,6.71,7.17,30.79,30.79
2023-01-12 10:00:00,0.35,6.67,7.52,34.65,35.0
2023-01-12 11:00:00,0.0,6.76,7.31,27.78,27.78
2023-01-12 12:00:00,2.66,7.0,7.1,30.57,33.23
2023-01-12 13:00:00,0.0,7.35,6.9,20.51,20.51
2023-01-12 14:00:00,0.0,7.61,6.62,7.67,7.67
2023-01-12 15:00:00,0.0,7.78,6.41,0.0,0.0
2023-01-12 16:00:00,0.0,7.88,6.34,0.0,0.0
2023-01-12 17:00:00,0.0,7.94,6.21,0.0,0.0
2023-01-12 18:00:00,0.0,7.96,6.21,0.0,0.0
2023-01-12 19:00:00,0.0,8.08,6.28,0.0,0.0
2023-01-12 20:00:00,0.0,8.13,6.55,0.0,0.0
2023-01-12 21:00:00,0.0,8.19,6.62,0.0,0.0
2023-01-12 22:00:00,0.0,8.23,6.55,0.0,0.0
2023-01-12 23:00:00,0.0,8.24,6.41,0.0,0.0
2023-01-13 00:00:00,0.0,8.21,6.28,0.0,0.0
2023-01-13 01:00:00,0.0,8.32,6.07,0.0,0.0
2023-01-13 02:00:00,0.0,8.38,5.79,0.0,0.0
2023-01-13 03:00:00,0.0,8.45,5.79,0.0,0.0
2023-01-13 04:00:00,0.0,8.53,6.0,0.0,0.0
2023-01-13 05:00:00,0.0,8.22,6.55,0.0,0.0
2023-01-13 06:00:00,0.0,7.99,5.45,0.0,0.0
2023-01-13 07:00:00,0.0,7.88,5.38,2.82,2.82
2023-01-13 08:00:00,0.0,7.68,5.1,19.12,19.12
2023-01-13 09:00:00,0.0,7.54,5.17,54.63,54.63
2023-01-13 10:00:00,13.19,7.6,5.38,63.4,76.59
2023-01-13 11:00:00,110.67,7.82,5.45,75.3,185.97
2023-01-13 12:00:00,186.15,7.93,6.21,89.82,275.97
2023-01-13 13:00:00,130.92,7.76,5.93,90.13,221.05
2023-01-13 14:00:00,137.94,7.41,6.34,55.62,193.56
2023-01-13 15:00:00,0.0,6.81,5.86,0.0,0.0
2023-01-13 16:00:00,0.0,6.18,5.38,0.0,0.0
2023-01-13 17:00:00,0.0,6.16,5.45,0.0,0.0
2023-01-13 18:00:00,0.0,6.2,5.59,0.0,0.0
2023-01-13 19:00:00,0.0,5.71,5.72,0.0,0.0
2023-01-13 20:00:00,0.0,5.24,5.38,0.0,0.0
2023-01-13 21:00:00,0.0,5.3,5.66,0.0,0.0
2023-01-13 22:00:00,0.0,5.51,5.79,0.0,0.0
2023-01-13 23:00:00,0.0,5.47,5.66,0.0,0.0
2023-01-14 00:00:00,0.0,5.52,5.52,0.0,0.0
2023-01-14 01:00:00,0.0,5.16,5.17,0.0,0.0
2023-01-14 02:00:00,0.0,5.13,5.03,0.0,0.0
2023-01-14 03:00:00,0.0,5.04,5.03,0.0,0.0
2023-01-14 04:00:00,0.0,5.0,4.76,0.0,0.0
2023-01-14 05:00:00,0.0,4.92,4.69,0.0,0.0
2023-01-14 06:00:00,0.0,4.75,4.34,0.0,0.0
2023-01-14 07:00:00,0.0,4.13,4.14,7.09,7.09
2023-01-14 08:00:00,0.0,4.05,4.28,42.18,42.18
2023-01-14 09:00:00,0.0,4.51,4.55,67.55,67.55
2023-01-14 10:00:00,0.46,5.18,4.62,89.24,89.7
2023-01-14 11:00:00,0.9,5.91,6.41,66.97,67.87
2023-01-14 12:00:00,0.0,6.11,5.45,28.58,28.58
2023-01-14 13:00:00,0.0,6.09,5.52,23.38,23.38
2023-01-14 14:00:00,0.0,6.18,5.72,10.01,10.01
2023-01-14 15:00:00,0.0,6.48,6.14,0.0,0.0
2023-01-14 16:00:00,0.0,6.86,6.55,0.0,0.0
2023-01-14 17:00:00,0.0,7.14,6.69,0.0,0.0
2023-01-14 18:00:00,0.0,7.41,6.83,0.0,0.0
2023-01-14 19:00:00,0.0,7.42,6.76,0.0,0.0
2023-01-14 20:00:00,0.0,7.59,6.9,0.0,0.0
2023-01-14 21:00:00,0.0,7.86,6.97,0.0,0.0
2023-01-14 22:00:00,0.0,8.19,6.9,0.0,0.0
2023-01-14 23:00:00,0.0,8.62,6.62,0.0,0.0
2023-01-15 00:00:00,0.0,8.89,6.55,0.0,0.0
2023-01-15 01:00:00,0.0,9.02,6.34,0.0,0.0
2023-01-15 02:00:00,0.0,8.92,6.14,0.0,0.0
2023-01-15 03:00:00,0.0,8.33,5.31,0.0,0.0
2023-01-15 04:00:00,0.0,6.81,4.9,0.0,0.0
2023-01-15 05:00:00,0.0,5.55,4.62,0.0,0.0
2023-01-15 06:00:00,0.0,4.79,4.62,0.0,0.0
2023-01-15 07:00:00,0.0,4.76,4.28,5.15,5.15
2023-01-15 08:00:00,0.0,4.66,4.55,38.48,38.48
2023-01-15 09:00:00,0.0,4.74,5.24,76.76,76.76
2023-01-15 10:00:00,4.17,4.9,5.52,103.69,107.86
2023-01-15 11:00:00,8.16,4.99,5.38,97.04,105.2
2023-01-15 12:00:00,12.29,5.05,5.52,91.14,103.43
2023-01-15 13:00:00,139.27,5.13,5.93,90.72,229.99
2023-01-15 14:00:00,163.17,5.26,6.28,67.62,230.79
2023-01-15 15:00:00,0.0,5.02,5.93,0.0,0.0
2023-01-15 16:00:00,0.0,4.47,5.93,0.0,0.0
2023-01-15 17:00:00,0.0,4.22,6.28,0.0,0.0
2023-01-15 18:00:00,0.0,3.93,6.41,0.0,0.0
2023-01-15 19:00:00,0.0,3.86,6.69,0.0,0.0
2023-01-15 20:00:00,0.0,3.68,6.28,0.0,0.0
2023-01-15 21:00:00,0.0,3.42,5.79,0.0,0.0
2023-01-15 22:00:00,0.0,3.15,5.45,0.0,0.0
2023-01-15 23:00:00,0.0,2.91,5.03,0.0,0.0
2023-01-16 00:00:00,0.0,2.73,4.76,0.0,0.0
2023-01-16 01:00:00,0.0,2.47,4.48,0.0,0.0
2023-01-16 02:00:00,0.0,2.24,4.34,0.0,0.0
2023-01-16 03:00:00,0.0,2.25,4.41,0.0,0.0
2023-01-16 04:00:00,0.0,2.14,4.28,0.0,0.0
2023-01-16 05:00:00,0.0,2.13,4.14,0.0,0.0
2023-01-16 06:00:00,0.0,1.84,3.86,0.0,0.0
2023-01-16 07:00:00,0.0,1.62,3.45,7.41,7.41
2023-01-16 08:00:00,0.0,2.13,3.66,44.56,44.56
2023-01-16 09:00:00,0.0,2.69,3.52,71.17,71.17
2023-01-16 10:00:00,12.49,3.33,4.41,89.71,102.2
2023-01-16 11:00:00,35.99,4.12,4.83,124.98,160.97
2023-01-16 12:00:00,48.39,4.65,4.62,123.23,171.62
2023-01-16 13:00:00,34.63,5.06,4.41,77.7,112.33
2023-01-16 14:00:00,6.99,4.93,5.38,27.48,34.47
2023-01-16 15:00:00,0.0,4.8,4.97,4.83,4.83
2023-01-16 16:00:00,0.0,4.48,4.76,0.0,0.0
2023-01-16 17:00:00,0.0,4.33,5.17,0.0,0.0
2023-01-16 18:00:00,0.0,3.84,5.45,0.0,0.0
2023-01-16 19:00:00,0.0,3.85,5.24,0.0,0.0
2023-01-16 20:00:00,0.0,3.57,5.24,0.0,0.0
2023-01-16 21:00:00,0.0,3.01,4.9,0.0,0.0
2023-01-16 22:00:00,0.0,2.72,4.48,0.0,0.0
2023-01-16 23:00:00,0.0,2.74,4.55,0.0,0.0
2023-01-17 00:00:00,0.0,2.65,4.9,0.0,0.0
2023-01-17 01:00:00,0.0,2.58,5.45,0.0,0.0
2023-01-17 02:00:00,0.0,2.44,5.79,0.0,0.0
2023-01-17 03:00:00,0.0,2.01,5.86,0.0,0.0
2023-01-17 04:00:00,0.0,1.84,5.93,0.0,0.0
2023-01-17 05:00:00,0.0,1.65,5.93,0.0,0.0
2023-01-17 06:00:00,0.0,1.29,5.52,0.0,0.0
2023-01-17 07:00:00,0.0,0.91,5.1,6.36,6.36
2023-01-17 08:00:00,0.0,0.7,4.62,37.51,37.51
2023-01-17 09:00:00,0.0,0.9,3.59,64.08,64.08
2023-01-17 10:00:00,19.9,1.54,3.72,60.72,80.62
2023-01-17 11:00:00,108.18,1.96,4.0,84.02,192.2
2023-01-17 12:00:00,174.65,2.28,3.93,90.2,264.85
2023-01-17 13:00:00,176.03,2.45,3.38,94.88,270.91
2023-01-17 14:00:00,146.63,2.39,2.9,59.99,206.62
2023-01-17 15:00:00,0.0,1.78,1.93,5.03,5.03
2023-01-17 16:00:00,0.0,0.68,1.31,0.0,0.0
2023-01-17 17:00:00,0.0,0.53,0.48,0.0,0.0
2023-01-17 18:00:00,0.0,-0.02,0.21,0.0,0.0
2023-01-17 19:00:00,0.0,-0.41,0.69,0.0,0.0
2023-01-17 20:00:00,0.0,-1.11,0.55,0.0,0.0
2023-01-17 21:00:00,0.0,-1.39,0.21,0.0,0.0
2023-01-17 22:00:00,0.0,-1.48,0.55,0.0,0.0
2023-01-17 23:00:00,0.0,-2.04,0.97,0.0,0.0
2023-01-18 00:00:00,0.0,-2.67,1.1,0.0,0.0
2023-01-18 01:00:00,0.0,-3.0,1.24,0.0,0.0
2023-01-18 02:00:00,0.0,-2.92,1.24,0.0,0.0
2023-01-18 03:00:00,0.0,-2.92,1.31,0.0,0.0
2023-01-18 04:00:00,0.0,-3.01,1.45,0.0,0.0
2023-01-18 05:00:00,0.0,-3.07,1.45,0.0,0.0
2023-01-18 06:00:00,0.0,-3.12,1.52,0.0,0.0
2023-01-18 07:00:00,0.0,-3.2,1.52,7.65,7.65
2023-01-18 08:00:00,0.0,-2.9,1.59,47.62,47.62
2023-01-18 09:00:00,0.0,-1.33,1.45,84.09,84.09
2023-01-18 10:00:00,11.93,0.18,1.45,85.43,97.36
2023-01-18 11:00:00,94.05,1.07,1.66,89.27,183.32
2023-01-18 12:00:00,185.4,1.63,1.79,96.12,281.52
2023-01-18 13:00:00,212.2,1.85,1.79,88.03,300.23
2023-01-18 14:00:00,173.92,1.5,1.66,71.23,245.15
