time,poa_direct,poa_sky_diffuse,poa_ground_diffuse,solar_elevation,temp_air,wind_speed,Int,poa_diffuse,global
2023-01-01 00:30:00+00:00,0,0,0,0,13.46,6.76,0,0,0
2023-01-01 01:30:00+00:00,0,0,0,0,13.48,6.55,0,0,0
2023-01-01 02:30:00+00:00,0,0,0,0,13.43,6.34,0,0,0
2023-01-01 03:30:00+00:00,0,0,0,0,13.12,6.21,0,0,0
2023-01-01 04:30:00+00:00,0,0,0,0,12.74,6.41,0,0,0
2023-01-01 05:30:00+00:00,0,0,0,0,12.49,6.55,0,0,0
2023-01-01 06:30:00+00:00,0,0,0,0,12.25,6.41,0,0,0
2023-01-01 07:30:00+00:00,0,4.42,0.17,0.07,11.89,5.93,0,4.59,4.59
2023-01-01 08:30:00+00:00,0,30.49,1.15,6.66,11.72,5.86,0,31.64,31.64
2023-01-01 09:30:00+00:00,0,57.45,2.17,11.65,12.16,5.79,0,59.62,59.62
2023-01-01 10:30:00+00:00,2.75,77.28,3.28,14.67,12.62,5.66,0,80.56,83.31
2023-01-01 11:30:00+00:00,7.9,54.74,2.16,15.46,12.83,5.59,0,56.9,64.8
2023-01-01 12:30:00+00:00,33.05,90.42,3.55,13.93,12.46,5.31,0,93.97,127.02
2023-01-01 13:30:00+00:00,33.77,71.12,2.55,10.24,12.59,5.24,0,73.67,107.44
2023-01-01 14:30:00+00:00,20.03,29.73,0.99,4.69,12.38,4.83,0,30.72,50.75
2023-01-01 15:30:00+00:00,0,0,0,-2.33,11.76,4.28,0,0,0
2023-01-01 16:30:00+00:00,0,0,0,0,11.07,3.66,0,0,0
2023-01-01 17:30:00+00:00,0,0,0,0,10.57,3.03,0,0,0
2023-01-01 18:30:00+00:00,0,0,0,0,10.47,2.62,0,0,0
2023-01-01 19:30:00+00:00,0,0,0,0,10.71,2.41,0,0,0
2023-01-01 20:30:00+00:00,0,0,0,0,10.07,2.28,0,0,0
2023-01-01 21:30:00+00:00,0,0,0,0,9.26,2.28,0,0,0
2023-01-01 22:30:00+00:00,0,0,0,0,9.37,2.62,0,0,0
2023-01-01 23:30:00+00:00,0,0,0,0,10.16,3.38,0,0,0
2023-01-02 00:30:00+00:00,0,0,0,0,11.01,4.14,0,0,0
2023-01-02 01:30:00+00:00,0,0,0,0,11.53,4.34,0,0,0
2023-01-02 02:30:00+00:00,0,0,0,0,11.62,3.93,0,0,0
2023-01-02 03:30:00+00:00,0,0,0,0,11.4,4.21,0,0,0
2023-01-02 04:30:00+00:00,0,0,0,0,11.19,4.28,0,0,0
2023-01-02 05:30:00+00:00,0,0,0,0,10.9,4,0,0,0
2023-01-02 06:30:00+00:00,0,0,0,0,10.76,4.21,0,0,0
2023-01-02 07:30:00+00:00,0,4,0.15,0.09,11.8,4.69,0,4.15,4.15
2023-01-02 08:30:00+00:00,0,28.28,1.07,6.7,11.42,4.34,0,29.35,29.35
2023-01-02 09:30:00+00:00,0,47.24,1.78,11.7,11.67,4.76,0,49.02,49.02
2023-01-02 10:30:00+00:00,8.77,71.5,4.5,14.74,12,5.45,0,76,84.77
2023-01-02 11:30:00+00:00,15.66,76.63,3.17,15.55,11.59,5.59,0,79.8,95.46
2023-01-02 12:30:00+00:00,53.46,87.35,3.75,14.04,11.36,5.52,0,91.1,144.56
2023-01-02 13:30:00+00:00,45.6,73.45,2.68,10.36,11.56,5.38,0,76.13,121.73
2023-01-02 14:30:00+00:00,70.51,32.18,1.08,4.81,11.21,4.9,0,33.26,103.77
2023-01-02 15:30:00+00:00,0,0,0,-2.2,10.39,4.41,0,0,0
2023-01-02 16:30:00+00:00,0,0,0,0,9.73,4.07,0,0,0
2023-01-02 17:30:00+00:00,0,0,0,0,9.31,3.72,0,0,0
2023-01-02 18:30:00+00:00,0,0,0,0,8.85,3.59,0,0,0
2023-01-02 19:30:00+00:00,0,0,0,0,8.62,3.59,0,0,0
2023-01-02 20:30:00+00:00,0,0,0,0,8.38,3.79,0,0,0
2023-01-02 21:30:00+00:00,0,0,0,0,8,3.93,0,0,0
2023-01-02 22:30:00+00:00,0,0,0,0,7.5,3.86,0,0,0
2023-01-02 23:30:00+00:00,0,0,0,0,6.88,3.86,0,0,0
2023-01-03 00:30:00+00:00,0,0,0,0,6.58,3.72,0,0,0
2023-01-03 01:30:00+00:00,0,0,0,0,6.51,3.66,0,0,0
2023-01-03 02:30:00+00:00,0,0,0,0,6.49,3.38,0,0,0
2023-01-03 03:30:00+00:00,0,0,0,0,6.32,3.24,0,0,0
2023-01-03 04:30:00+00:00,0,0,0,0,6.21,3.17,0,0,0
2023-01-03 05:30:00+00:00,0,0,0,0,6.09,3.03,0,0,0
2023-01-03 06:30:00+00:00,0,0,0,0,5.96,2.97,0,0,0
2023-01-03 07:30:00+00:00,0,2.56,0.1,0.12,5.71,3.1,0,2.66,2.66
2023-01-03 08:30:00+00:00,0,28.74,1.09,6.74,5.63,3.1,0,29.83,29.83
2023-01-03 09:30:00+00:00,0,51.59,1.95,11.76,5.79,3.31,0,53.54,53.54
2023-01-03 10:30:00+00:00,12.96,51.11,4.73,14.82,6.08,3.52,0,55.84,68.8
2023-01-03 11:30:00+00:00,67.58,76.59,5,15.64,6.26,3.86,0,81.59,149.17
2023-01-03 12:30:00+00:00,48.97,89.41,3.76,14.15,6.78,3.86,0,93.17,142.14
2023-01-03 13:30:00+00:00,48.41,69.78,2.6,10.48,7.21,3.59,0,72.38,120.79
2023-01-03 14:30:00+00:00,35.97,29.74,1,4.94,7.3,2.76,0,30.74,66.71
2023-01-03 15:30:00+00:00,0,0,0,-2.07,6.85,2.69,0,0,0
2023-01-03 16:30:00+00:00,0,0,0,0,6.29,2.76,0,0,0
2023-01-03 17:30:00+00:00,0,0,0,0,6.24,3.03,0,0,0
2023-01-03 18:30:00+00:00,0,0,0,0,6.28,3.31,0,0,0
2023-01-03 19:30:00+00:00,0,0,0,0,5.38,3.1,0,0,0
2023-01-03 20:30:00+00:00,0,0,0,0,4.87,3.03,0,0,0
2023-01-03 21:30:00+00:00,0,0,0,0,4.66,3.17,0,0,0
2023-01-03 22:30:00+00:00,0,0,0,0,4.82,3.45,0,0,0
2023-01-03 23:30:00+00:00,0,0,0,0,4.85,3.86,0,0,0
2023-01-04 00:30:00+00:00,0,0,0,0,5.05,4.14,0,0,0
2023-01-04 01:30:00+00:00,0,0,0,0,4.93,4.34,0,0,0
2023-01-04 02:30:00+00:00,0,0,0,0,5.28,4.83,0,0,0
2023-01-04 03:30:00+00:00,0,0,0,0,5.43,5.1,0,0,0
2023-01-04 04:30:00+00:00,0,0,0,0,5.43,5.31,0,0,0
2023-01-04 05:30:00+00:00,0,0,0,0,5.52,5.52,0,0,0
2023-01-04 06:30:00+00:00,0,0,0,0,5.78,5.93,0,0,0
2023-01-04 07:30:00+00:00,0,1.32,0.05,0.15,5.57,6.34,0,1.37,1.37
2023-01-04 08:30:00+00:00,0,12.61,0.48,6.78,5.73,6.69,0,13.09,13.09
2023-01-04 09:30:00+00:00,0,19.36,0.73,11.83,6.19,7.03,0,20.09,20.09
2023-01-04 10:30:00+00:00,0.01,34.32,1.18,14.91,6.78,7.03,0,35.5,35.51
2023-01-04 11:30:00+00:00,0,26.44,0.91,15.75,7.48,7.24,0,27.35,27.35
2023-01-04 12:30:00+00:00,1.86,35.56,1.25,14.27,7.73,7.1,0,36.81,38.67
2023-01-04 13:30:00+00:00,0.65,12.35,0.43,10.61,8.19,6.97,0,12.78,13.43
2023-01-04 14:30:00+00:00,0,4.73,0.16,5.08,8.46,7.03,0,4.89,4.89
2023-01-04 15:30:00+00:00,0,0,0,-1.93,8.8,7.24,0,0,0
2023-01-04 16:30:00+00:00,0,0,0,0,9.07,7.03,0,0,0
2023-01-04 17:30:00+00:00,0,0,0,0,9.27,6.9,0,0,0
2023-01-04 18:30:00+00:00,0,0,0,0,9.41,6.76,0,0,0
2023-01-04 19:30:00+00:00,0,0,0,0,9.3,6.69,0,0,0
2023-01-04 20:30:00+00:00,0,0,0,0,9.49,7.24,0,0,0
2023-01-04 21:30:00+00:00,0,0,0,0,9.34,7.59,0,0,0
2023-01-04 22:30:00+00:00,0,0,0,0,8.78,7.17,0,0,0
2023-01-04 23:30:00+00:00,0,0,0,0,8.56,7.38,0,0,0
2023-01-05 00:30:00+00:00,0,0,0,0,8.41,7.1,0,0,0
2023-01-05 01:30:00+00:00,0,0,0,0,8.56,7.1,0,0,0
2023-01-05 02:30:00+00:00,0,0,0,0,8.23,6.69,0,0,0
2023-01-05 03:30:00+00:00,0,0,0,0,8.11,6.41,0,0,0
2023-01-05 04:30:00+00:00,0,0,0,0,8.17,6.76,0,0,0
2023-01-05 05:30:00+00:00,0,0,0,0,8.25,6.97,0,0,0
2023-01-05 06:30:00+00:00,0,0,0,0,8.08,6.69,0,0,0
2023-01-05 07:30:00+00:00,0,2.6,0.1,0.19,8.01,6.69,0,2.7,2.7
2023-01-05 08:30:00+00:00,0,22.07,0.83,6.84,7.86,6.69,0,22.9,22.9
2023-01-05 09:30:00+00:00,0,43.09,1.63,11.9,7.97,6.69,0,44.72,44.72
2023-01-05 10:30:00+00:00,1.39,44.48,1.85,15,8.35,5.79,0,46.33,47.72
2023-01-05 11:30:00+00:00,17.65,60.84,2.72,15.86,8.61,5.52,0,63.56,81.21
2023-01-05 12:30:00+00:00,72.3,74.55,3.69,14.39,8.84,5.38,0,78.24,150.54
2023-01-05 13:30:00+00:00,82.75,47.96,2.24,10.74,8.75,5.45,0,50.2,132.95
2023-01-05 14:30:00+00:00,61.58,24.28,0.9,5.22,8.38,5.03,0,25.18,86.76
2023-01-05 15:30:00+00:00,0,0,0,-1.78,8.1,4.41,0,0,0
2023-01-05 16:30:00+00:00,0,0,0,0,7.72,4.07,0,0,0
2023-01-05 17:30:00+00:00,0,0,0,0,7.64,3.86,0,0,0
2023-01-05 18:30:00+00:00,0,0,0,0,7.55,3.66,0,0,0
2023-01-05 19:30:00+00:00,0,0,0,0,7.54,3.59,0,0,0
2023-01-05 20:30:00+00:00,0,0,0,0,7.47,3.31,0,0,0
2023-01-05 21:30:00+00:00,0,0,0,0,7.5,2.83,0,0,0
2023-01-05 22:30:00+00:00,0,0,0,0,7.5,2.28,0,0,0
2023-01-05 23:30:00+00:00,0,0,0,0,7.45,1.86,0,0,0
2023-01-06 00:30:00+00:00,0,0,0,0,7.44,1.93,0,0,0
2023-01-06 01:30:00+00:00,0,0,0,0,7.49,2,0,0,0
2023-01-06 02:30:00+00:00,0,0,0,0,7.6,2.07,0,0,0
2023-01-06 03:30:00+00:00,0,0,0,0,7.83,2.07,0,0,0
2023-01-06 04:30:00+00:00,0,0,0,0,8.04,2.21,0,0,0
2023-01-06 05:30:00+00:00,0,0,0,0,8.23,2.14,0,0,0
2023-01-06 06:30:00+00:00,0,0,0,0,8.29,1.93,0,0,0
2023-01-06 07:30:00+00:00,0,1.12,0.04,0.24,8.64,2.62,0,1.16,1.16
2023-01-06 08:30:00+00:00,0,7.52,0.28,6.9,8.85,3.45,0,7.8,7.8
2023-01-06 09:30:00+00:00,0,31.65,1.2,11.98,9.09,4.55,0,32.85,32.85
2023-01-06 10:30:00+00:00,0.32,61.93,2.2,15.1,9.17,4.9,0,64.13,64.45
2023-01-06 11:30:00+00:00,8.12,42.02,1.74,15.98,9.3,5.17,0,43.76,51.88
2023-01-06 12:30:00+00:00,3,30.23,1.09,14.52,9.25,5.17,0,31.32,34.32
2023-01-06 13:30:00+00:00,0.63,27.05,0.93,10.88,9.18,4.97,0,27.98,28.61
2023-01-06 14:30:00+00:00,6.38,14.38,0.51,5.37,9.3,4.97,0,14.89,21.27
2023-01-06 15:30:00+00:00,0,0,0,-1.63,9.11,4.62,0,0,0
2023-01-06 16:30:00+00:00,0,0,0,0,8.84,3.93,0,0,0
2023-01-06 17:30:00+00:00,0,0,0,0,8.36,3.38,0,0,0
2023-01-06 18:30:00+00:00,0,0,0,0,8.17,3.31,0,0,0
2023-01-06 19:30:00+00:00,0,0,0,0,8.4,3.45,0,0,0
2023-01-06 20:30:00+00:00,0,0,0,0,8.28,3.24,0,0,0
2023-01-06 21:30:00+00:00,0,0,0,0,8.19,3.03,0,0,0
2023-01-06 22:30:00+00:00,0,0,0,0,8.11,3.03,0,0,0
2023-01-06 23:30:00+00:00,0,0,0,0,8.16,3.1,0,0,0
2023-01-07 00:30:00+00:00,0,0,0,0,8.24,3.24,0,0,0
2023-01-07 01:30:00+00:00,0,0,0,0,7.84,2.9,0,0,0
2023-01-07 02:30:00+00:00,0,0,0,0,7.95,2.76,0,0,0
2023-01-07 03:30:00+00:00,0,0,0,0,7.75,2.9,0,0,0
2023-01-07 04:30:00+00:00,0,0,0,0,7.65,3.03,0,0,0
2023-01-07 05:30:00+00:00,0,0,0,0,7.56,2.9,0,0,0
2023-01-07 06:30:00+00:00,0,0,0,0,7.44,2.76,0,0,0
2023-01-07 07:30:00+00:00,0,5.16,0.19,0.29,7.03,2.62,0,5.35,5.35
2023-01-07 08:30:00+00:00,0,37.59,1.42,6.97,6.8,2.34,0,39.01,39.01
2023-01-07 09:30:00+00:00,0,53.18,2.01,12.07,7.25,2.21,0,55.19,55.19
2023-01-07 10:30:00+00:00,7.62,83.19,4.77,15.21,8.14,3.17,0,87.96,95.58
2023-01-07 11:30:00+00:00,63.56,80.35,5.06,16.1,8.72,3.66,0,85.41,148.97
2023-01-07 12:30:00+00:00,89.68,77.49,4.09,14.66,9.3,4,0,81.58,171.26
2023-01-07 13:30:00+00:00,112.51,50.34,2.58,11.03,9.39,3.72,0,52.92,165.43
2023-01-07 14:30:00+00:00,49.21,27.46,0.97,5.52,9.17,3.24,0,28.43,77.64
2023-01-07 15:30:00+00:00,0,0,0,-1.47,8.45,2.97,0,0,0
2023-01-07 16:30:00+00:00,0,0,0,0,7.2,2.76,0,0,0
2023-01-07 17:30:00+00:00,0,0,0,0,6.49,2.9,0,0,0
2023-01-07 18:30:00+00:00,0,0,0,0,5.95,2.9,0,0,0
2023-01-07 19:30:00+00:00,0,0,0,0,6.88,3.79,0,0,0
2023-01-07 20:30:00+00:00,0,0,0,0,6.85,3.79,0,0,0
2023-01-07 21:30:00+00:00,0,0,0,0,6.38,3.59,0,0,0
2023-01-07 22:30:00+00:00,0,0,0,0,6.27,3.52,0,0,0
2023-01-07 23:30:00+00:00,0,0,0,0,6.51,3.59,0,0,0
2023-01-08 00:30:00+00:00,0,0,0,0,6.48,3.52,0,0,0
2023-01-08 01:30:00+00:00,0,0,0,0,6.55,3.45,0,0,0
2023-01-08 02:30:00+00:00,0,0,0,0,6.29,3.17,0,0,0
2023-01-08 03:30:00+00:00,0,0,0,0,6.14,2.9,0,0,0
2023-01-08 04:30:00+00:00,0,0,0,0,6,2.83,0,0,0
2023-01-08 05:30:00+00:00,0,0,0,0,5.96,2.97,0,0,0
2023-01-08 06:30:00+00:00,0,0,0,0,6.04,3.31,0,0,0
2023-01-08 07:30:00+00:00,0,1.51,0.06,0.35,6.6,3.03,0,1.57,1.57
2023-01-08 08:30:00+00:00,0,7.29,0.28,7.05,6.82,3.24,0,7.57,7.57
2023-01-08 09:30:00+00:00,0,14.97,0.57,12.17,7.14,3.59,0,15.54,15.54
2023-01-08 10:30:00+00:00,0.04,51.31,1.77,15.32,7.43,3.59,0,53.08,53.12
2023-01-08 11:30:00+00:00,0.97,50.08,1.76,16.23,7.97,3.79,0,51.84,52.81
2023-01-08 12:30:00+00:00,3.75,46.23,1.65,14.81,8.26,3.59,0,47.88,51.63
2023-01-08 13:30:00+00:00,0.5,34.12,1.18,11.19,8.45,3.93,0,35.3,35.8
2023-01-08 14:30:00+00:00,7.72,20.62,0.72,5.68,8.38,3.72,0,21.34,29.06
2023-01-08 15:30:00+00:00,0,0,0,-1.31,8.27,3.66,0,0,0
2023-01-08 16:30:00+00:00,0,0,0,0,7.73,3.66,0,0,0
2023-01-08 17:30:00+00:00,0,0,0,0,7.37,3.79,0,0,0
2023-01-08 18:30:00+00:00,0,0,0,0,7.11,3.38,0,0,0
2023-01-08 19:30:00+00:00,0,0,0,0,6.68,3.31,0,0,0
2023-01-08 20:30:00+00:00,0,0,0,0,6.39,3.1,0,0,0
2023-01-08 21:30:00+00:00,0,0,0,0,6.09,2.9,0,0,0
2023-01-08 22:30:00+00:00,0,0,0,0,5.67,2.55,0,0,0
2023-01-08 23:30:00+00:00,0,0,0,0,4.95,2.07,0,0,0
2023-01-09 00:30:00+00:00,0,0,0,0,4.11,2.21,0,0,0
2023-01-09 01:30:00+00:00,0,0,0,0,4.41,2.55,0,0,0
2023-01-09 02:30:00+00:00,0,0,0,0,4.83,3.1,0,0,0
2023-01-09 03:30:00+00:00,0,0,0,0,5.01,3.45,0,0,0
2023-01-09 04:30:00+00:00,0,0,0,0,5.22,3.93,0,0,0
2023-01-09 05:30:00+00:00,0,0,0,0,5.06,3.79,0,0,0
2023-01-09 06:30:00+00:00,0,0,0,0,5.12,3.66,0,0,0
2023-01-09 07:30:00+00:00,0,2.99,0.11,0.42,6.16,4.07,0,3.1,3.1
2023-01-09 08:30:00+00:00,0,27.97,1.06,7.13,5.96,4.21,0,29.03,29.03
2023-01-09 09:30:00+00:00,0,63.38,2.39,12.27,5.74,4.28,0,65.77,65.77
2023-01-09 10:30:00+00:00,6.54,79.43,4.36,15.45,5.83,3.86,0,83.79,90.33
2023-01-09 11:30:00+00:00,34.56,89.91,4.35,16.37,6.16,5.17,0,94.26,128.82
2023-01-09 12:30:00+00:00,84.04,76.11,4,14.96,6.4,5.66,0,80.11,164.15
2023-01-09 13:30:00+00:00,91.49,71.41,3,11.35,6.67,4.83,0,74.41,165.9
2023-01-09 14:30:00+00:00,70.94,32.89,1.13,5.85,6.72,3.66,0,34.02,104.96
2023-01-09 15:30:00+00:00,0,0,0,-1.14,6.18,3.24,0,0,0
2023-01-09 16:30:00+00:00,0,0,0,0,5.72,3.59,0,0,0
2023-01-09 17:30:00+00:00,0,0,0,0,5.4,3.86,0,0,0
2023-01-09 18:30:00+00:00,0,0,0,0,5.25,4.07,0,0,0
2023-01-09 19:30:00+00:00,0,0,0,0,5.5,4.14,0,0,0
2023-01-09 20:30:00+00:00,0,0,0,0,5.41,3.93,0,0,0
2023-01-09 21:30:00+00:00,0,0,0,0,5.05,3.72,0,0,0
2023-01-09 22:30:00+00:00,0,0,0,0,4.57,3.66,0,0,0
2023-01-09 23:30:00+00:00,0,0,0,0,4.35,3.66,0,0,0
2023-01-10 00:30:00+00:00,0,0,0,0,4.24,3.72,0,0,0
2023-01-10 01:30:00+00:00,0,0,0,0,4.19,3.66,0,0,0
2023-01-10 02:30:00+00:00,0,0,0,0,4.19,3.72,0,0,0
2023-01-10 03:30:00+00:00,0,0,0,0,4.2,3.93,0,0,0
2023-01-10 04:30:00+00:00,0,0,0,0,4.36,4,0,0,0
2023-01-10 05:30:00+00:00,0,0,0,0,4.35,3.93,0,0,0
2023-01-10 06:30:00+00:00,0,0,0,0,4.3,3.79,0,0,0
2023-01-10 07:30:00+00:00,0,3.1,0.12,0.49,4.33,3.72,0,3.22,3.22
2023-01-10 08:30:00+00:00,0,28.66,1.08,7.23,4.4,3.45,0,29.74,29.74
2023-01-10 09:30:00+00:00,0,56.09,2.12,12.38,4.63,3.66,0,58.21,58.21
2023-01-10 10:30:00+00:00,13.08,58.17,5.19,15.58,4.93,4.41,0,63.36,76.44
2023-01-10 11:30:00+00:00,51.21,78.72,4.6,16.52,5.32,4.9,0,83.32,134.53
2023-01-10 12:30:00+00:00,51.1,72.58,3.34,15.12,5.53,4.55,0,75.92,127.02
2023-01-10 13:30:00+00:00,82.81,69.23,2.9,11.52,5.52,3.59,0,72.13,154.94
2023-01-10 14:30:00+00:00,107.93,46.72,1.52,6.02,5.59,3.79,0,48.24,156.17
2023-01-10 15:30:00+00:00,0,0,0,-0.97,5,3.59,0,0,0
2023-01-10 16:30:00+00:00,0,0,0,0,4.22,3.72,0,0,0
2023-01-10 17:30:00+00:00,0,0,0,0,3.95,3.86,0,0,0
2023-01-10 18:30:00+00:00,0,0,0,0,3.75,4,0,0,0
2023-01-10 19:30:00+00:00,0,0,0,0,3.84,4.14,0,0,0
2023-01-10 20:30:00+00:00,0,0,0,0,3.91,4.48,0,0,0
2023-01-10 21:30:00+00:00,0,0,0,0,4.08,4.76,0,0,0
2023-01-10 22:30:00+00:00,0,0,0,0,4.07,5.1,0,0,0
2023-01-10 23:30:00+00:00,0,0,0,0,4.02,5.17,0,0,0
2023-01-11 00:30:00+00:00,0,0,0,0,4.05,5.17,0,0,0
2023-01-11 01:30:00+00:00,0,0,0,0,3.98,5.1,0,0,0
2023-01-11 02:30:00+00:00,0,0,0,0,4.29,4.97,0,0,0
2023-01-11 03:30:00+00:00,0,0,0,0,4.75,4.9,0,0,0
2023-01-11 04:30:00+00:00,0,0,0,0,5.25,4.9,0,0,0
2023-01-11 05:30:00+00:00,0,0,0,0,5.76,4.76,0,0,0
2023-01-11 06:30:00+00:00,0,0,0,0,6.34,4.97,0,0,0
2023-01-11 07:30:00+00:00,0,1.2,0.05,0.57,6.16,4.9,0,1.25,1.25
2023-01-11 08:30:00+00:00,0,7.25,0.27,7.32,6.67,4.9,0,7.52,7.52
2023-01-11 09:30:00+00:00,0,15.36,0.58,12.5,7.08,4.76,0,15.94,15.94
2023-01-11 10:30:00+00:00,0,16.71,0.57,15.71,7.46,4.69,0,17.28,17.28
2023-01-11 11:30:00+00:00,0,16.54,0.57,16.68,7.8,4.69,0,17.11,17.11
2023-01-11 12:30:00+00:00,0,14.33,0.49,15.29,8.01,4.62,0,14.82,14.82
2023-01-11 13:30:00+00:00,0,12.24,0.42,11.69,8.08,4.34,0,12.66,12.66
2023-01-11 14:30:00+00:00,0.77,9.39,0.33,6.2,8.1,4.28,0,9.72,10.49
2023-01-11 15:30:00+00:00,0,0,0,-0.8,7.85,4,0,0,0
2023-01-11 16:30:00+00:00,0,0,0,0,7.23,4.07,0,0,0
2023-01-11 17:30:00+00:00,0,0,0,0,6.41,3.93,0,0,0
2023-01-11 18:30:00+00:00,0,0,0,0,5.86,3.79,0,0,0
2023-01-11 19:30:00+00:00,0,0,0,0,5.94,4.14,0,0,0
2023-01-11 20:30:00+00:00,0,0,0,0,5.63,4.41,0,0,0
2023-01-11 21:30:00+00:00,0,0,0,0,5.29,4.48,0,0,0
2023-01-11 22:30:00+00:00,0,0,0,0,5.16,4.69,0,0,0
2023-01-11 23:30:00+00:00,0,0,0,0,4.81,4.97,0,0,0
2023-01-12 00:30:00+00:00,0,0,0,0,4.73,5.45,0,0,0
2023-01-12 01:30:00+00:00,0,0,0,0,5.01,5.93,0,0,0
2023-01-12 02:30:00+00:00,0,0,0,0,5.46,6.28,0,0,0
2023-01-12 03:30:00+00:00,0,0,0,0,5.55,6.14,0,0,0
2023-01-12 04:30:00+00:00,0,0,0,0,5.9,6,0,0,0
2023-01-12 05:30:00+00:00,0,0,0,0,6.06,6.14,0,0,0
2023-01-12 06:30:00+00:00,0,0,0,0,6.24,6.28,0,0,0
2023-01-12 07:30:00+00:00,0,2.91,0.11,0.66,6.71,6.48,0,3.02,3.02
2023-01-12 08:30:00+00:00,0,18.23,0.69,7.43,6.74,6.83,0,18.92,18.92
2023-01-12 09:30:00+00:00,0,29.67,1.12,12.62,6.71,7.17,0,30.79,30.79
2023-01-12 10:30:00+00:00,0.35,33.42,1.23,15.86,6.67,7.52,0,34.65,35
2023-01-12 11:30:00+00:00,0,26.86,0.92,16.84,6.76,7.31,0,27.78,27.78
2023-01-12 12:30:00+00:00,2.66,29.51,1.06,15.46,7,7.1,0,30.57,33.23
2023-01-12 13:30:00+00:00,0,19.83,0.68,11.87,7.35,6.9,0,20.51,20.51
2023-01-12 14:30:00+00:00,0,7.42,0.25,6.38,7.61,6.62,0,7.67,7.67
2023-01-12 15:30:00+00:00,0,0,0,-0.61,7.78,6.41,0,0,0
2023-01-12 16:30:00+00:00,0,0,0,0,7.88,6.34,0,0,0
2023-01-12 17:30:00+00:00,0,0,0,0,7.94,6.21,0,0,0
2023-01-12 18:30:00+00:00,0,0,0,0,7.96,6.21,0,0,0
2023-01-12 19:30:00+00:00,0,0,0,0,8.08,6.28,0,0,0
2023-01-12 20:30:00+00:00,0,0,0,0,8.13,6.55,0,0,0
2023-01-12 21:30:00+00:00,0,0,0,0,8.19,6.62,0,0,0
2023-01-12 22:30:00+00:00,0,0,0,0,8.23,6.55,0,0,0
2023-01-12 23:30:00+00:00,0,0,0,0,8.24,6.41,0,0,0
2023-01-13 00:30:00+00:00,0,0,0,0,8.21,6.28,0,0,0
2023-01-13 01:30:00+00:00,0,0,0,0,8.32,6.07,0,0,0
2023-01-13 02:30:00+00:00,0,0,0,0,8.38,5.79,0,0,0
2023-01-13 03:30:00+00:00,0,0,0,0,8.45,5.79,0,0,0
2023-01-13 04:30:00+00:00,0,0,0,0,8.53,6,0,0,0
2023-01-13 05:30:00+00:00,0,0,0,0,8.22,6.55,0,0,0
2023-01-13 06:30:00+00:00,0,0,0,0,7.99,5.45,0,0,0
2023-01-13 07:30:00+00:00,0,2.72,0.1,0.76,7.88,5.38,0,2.82,2.82
2023-01-13 08:30:00+00:00,0,18.42,0.7,7.54,7.68,5.1,0,19.12,19.12
2023-01-13 09:30:00+00:00,0,52.64,1.99,12.76,7.54,5.17,0,54.63,54.63
2023-01-13 10:30:00+00:00,13.19,58.24,5.16,16.01,7.6,5.38,0,63.4,76.59
2023-01-13 11:30:00+00:00,110.67,68.72,6.58,17,7.82,5.45,0,75.3,185.97
2023-01-13 12:30:00+00:00,186.15,83.68,6.14,15.64,7.93,6.21,0,89.82,275.97
2023-01-13 13:30:00+00:00,130.92,86.34,3.79,12.06,7.76,5.93,0,90.13,221.05
2023-01-13 14:30:00+00:00,137.94,53.8,1.82,6.57,7.41,6.34,0,55.62,193.56
2023-01-13 15:30:00+00:00,0,0,0,-0.43,6.81,5.86,0,0,0
2023-01-13 16:30:00+00:00,0,0,0,0,6.18,5.38,0,0,0
2023-01-13 17:30:00+00:00,0,0,0,0,6.16,5.45,0,0,0
2023-01-13 18:30:00+00:00,0,0,0,0,6.2,5.59,0,0,0
2023-01-13 19:30:00+00:00,0,0,0,0,5.71,5.72,0,0,0
2023-01-13 20:30:00+00:00,0,0,0,0,5.24,5.38,0,0,0
2023-01-13 21:30:00+00:00,0,0,0,0,5.3,5.66,0,0,0
2023-01-13 22:30:00+00:00,0,0,0,0,5.51,5.79,0,0,0
2023-01-13 23:30:00+00:00,0,0,0,0,5.47,5.66,0,0,0
2023-01-14 00:30:00+00:00,0,0,0,0,5.52,5.52,0,0,0
2023-01-14 01:30:00+00:00,0,0,0,0,5.16,5.17,0,0,0
2023-01-14 02:30:00+00:00,0,0,0,0,5.13,5.03,0,0,0
2023-01-14 03:30:00+00:00,0,0,0,0,5.04,5.03,0,0,0
2023-01-14 04:30:00+00:00,0,0,0,0,5,4.76,0,0,0
2023-01-14 05:30:00+00:00,0,0,0,0,4.92,4.69,0,0,0
2023-01-14 06:30:00+00:00,0,0,0,0,4.75,4.34,0,0,0
2023-01-14 07:30:00+00:00,0,6.83,0.26,0.86,4.13,4.14,0,7.09,7.09
2023-01-14 08:30:00+00:00,0,40.65,1.53,7.66,4.05,4.28,0,42.18,42.18
2023-01-14 09:30:00+00:00,0,65.09,2.46,12.9,4.51,4.55,0,67.55,67.55
2023-01-14 10:30:00+00:00,0.46,86.17,3.07,16.17,5.18,4.62,0,89.24,89.7
2023-01-14 11:30:00+00:00,0.9,64.71,2.26,17.18,5.91,6.41,0,66.97,67.87
2023-01-14 12:30:00+00:00,0,27.63,0.95,15.83,6.11,5.45,0,28.58,28.58
2023-01-14 13:30:00+00:00,0,22.6,0.78,12.25,6.09,5.52,0,23.38,23.38
